TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;24/3/22;22:41;59;12;59;41;64676;651;4269;22:59;25;1207;55;217;20701;404;23:17;185;85;DIA;185;85;6160;0;0:12;6160;0;0;12;0;0;
202;12;24/3/22;23:1;60;12;59;41;64715;642;4272;23:19;25;1211;55;212;20711;419;23:38;86;220;DIA;86;220;5896;0;0:33;5896;0;0;32;0;0;
202;12;24/3/22;23:21;61;12;59;41;64582;650;4263;23:40;25;1212;55;216;20670;391;23:58;221;116;DIA;221;116;5896;0;0:53;5896;0;0;53;0;0;
202;12;25/3/22;0:2;1;12;60;41;64809;661;4343;0:20;25;1200;55;230;20742;400;0:39;18;159;DIA;18;159;6160;44;1:35;6160;44;1;34;0;0;
202;12;25/3/22;0:23;2;12;60;41;64483;658;4256;0:41;24;1198;56;218;20639;410;1:0;159;50;DIA;159;50;5764;65492;1:54;5764;0;1;54;0;0;
202;12;25/3/22;0:44;3;12;60;41;64775;665;4276;1:2;25;1212;55;219;20731;389;1:19;51;186;DIA;51;186;5896;44;2:14;5896;44;2;14;0;0;
202;12;25/3/22;1:5;4;12;60;41;64571;661;4327;1:22;25;1199;55;229;20670;407;1:39;186;80;DIA;186;80;5896;65492;2:34;5896;0;2;34;0;0;
202;12;25/3/22;1:24;5;12;60;41;64795;664;4277;1:42;25;1205;55;250;20742;400;1:59;81;216;DIA;81;216;5940;0;2:55;5940;0;2;55;0;0;
202;12;25/3/22;1:44;6;12;60;41;64776;661;4276;2:2;25;1196;55;256;20731;410;2:20;217;112;DIA;217;112;5896;0;3:15;5896;0;3;15;0;0;
202;12;25/3/22;2:4;7;12;60;41;64635;648;4266;2:22;24;1195;56;263;20691;408;2:40;113;3;DIA;113;3;5720;0;3:34;5676;44;3;34;0;0;
202;12;25/3/22;2:25;8;12;60;41;64741;661;4209;2:43;25;1201;55;272;20721;372;2:59;4;140;DIA;3;139;5940;44;3:54;5984;0;3;54;0;0;
202;12;25/3/22;2:45;9;12;60;41;64752;669;4339;3:2;24;1198;56;288;20721;405;3:20;140;30;DIA;140;30;5720;65492;4:14;5720;0;4;14;0;0;
202;12;25/3/22;3:4;10;12;60;41;64767;635;4275;3:22;25;1200;55;309;20731;393;3:39;31;162;DIA;31;162;5720;44;4:33;5720;44;4;33;0;0;
202;12;25/3/22;3:24;11;12;60;41;64736;622;4273;3:41;25;1204;55;306;20721;383;3:59;162;52;DIA;162;52;5720;65492;4:53;5720;0;4;53;0;0;
202;12;25/3/22;3:44;12;12;60;41;64761;599;4275;4:1;25;1199;55;325;20731;380;4:18;53;182;DIA;53;182;5676;0;5:12;5676;0;5;12;0;0;
202;12;25/3/22;4:3;13;12;60;41;64806;591;4278;4:21;25;1207;55;334;20742;394;4:37;183;66;DIA;183;66;5412;0;5:31;5412;0;5;31;0;0;
202;12;25/3/22;16:49;17;12;61;41;25212;299;1740;16:57;14;521;66;228;8069;370;17:8;122;164;DIA;122;165;1892;352;18:2;1936;352;18;2;1892;1936;
202;12;25/3/22;17:1;18;12;61;41;69164;649;4496;17:17;28;1264;52;375;22133;375;17:26;215;85;DIA;216;85;4840;0;18:20;4796;0;18;20;0;0;
