TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;25/9/22;22:36;74;12;200;41;63578;654;4197;22:53;98;1294;0;303;20353;412;23:8;192;82;DIA;192;82;5720;0;0:0;5720;0;0;0;0;0;
202;12;25/9/22;22:55;75;12;200;41;63612;661;4199;23:12;97;1294;0;352;20363;412;23:26;83;212;DIA;83;212;5676;0;0:18;5720;0;0;18;0;0;
202;12;25/9/22;23:14;76;12;200;41;63497;662;4191;23:30;98;1294;0;376;20322;396;23:45;213;107;DIA;213;107;5852;0;0:37;5896;0;0;37;0;0;
202;12;25/9/22;23:32;77;12;200;41;63514;663;4192;23:49;98;1298;0;366;20333;412;0:4;108;236;DIA;108;236;5676;0;0:56;5676;0;0;56;0;0;
202;12;26/9/22;0:12;1;12;200;41;58707;620;3875;0:27;90;1199;0;275;18788;389;0:41;126;8;DIA;126;8;5368;65492;1:31;5368;0;1;31;0;0;
202;12;26/9/22;0:12;1;12;200;41;58707;620;3875;0:27;90;1199;0;275;18788;389;0:41;126;8;DIA;126;8;5368;65492;1:31;5368;0;1;31;0;0;
202;12;26/9/22;0:29;2;12;200;41;58656;633;3872;0:44;91;1199;0;289;18778;391;0:58;9;125;DIA;9;125;5104;0;1:48;5148;0;1;48;0;0;
202;12;26/9/22;0:46;3;12;200;41;58693;623;3874;1:1;90;1196;0;315;18788;383;1:15;126;238;DIA;126;238;4972;0;2:4;4972;0;2;4;0;0;
202;12;26/9/22;1:3;4;12;200;41;58738;626;3877;1:17;91;1199;0;318;18798;386;1:31;239;113;DIA;239;113;4972;0;2:20;5016;0;2;20;0;0;
202;12;26/9/22;1:19;5;12;200;41;58676;623;3873;1:34;90;1197;0;285;18778;373;1:47;114;224;DIA;114;224;4884;0;2:36;4884;0;2;36;0;0;
202;12;26/9/22;1:52;7;12;200;41;58832;610;3883;2:6;91;1200;0;360;18829;362;2:19;96;208;DIA;96;208;4928;0;3:8;4972;0;3;8;0;0;
