TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;5/9/22;20:52;45;12;185;41;64964;619;4288;21:7;60;1004;60;221;20793;397;21:21;18;104;DIA;18;103;6776;352;22:57;6600;352;22;57;0;0;
202;12;6/9/22;3:7;1;12;185;41;65589;645;4526;3:24;60;1016;60;365;20997;365;3:33;53;174;DIA;53;174;5368;0;4:26;5368;0;4;25;0;0;
202;12;6/9/22;3:26;2;12;185;41;65595;626;4330;3:41;60;1014;60;338;20997;350;3:52;175;61;DIA;175;61;5500;44;4:43;5500;44;4;43;0;0;
202;12;6/9/22;3:43;3;12;185;41;65181;616;4302;3:58;60;1010;60;313;20864;350;4:10;61;187;DIA;61;187;5588;65492;5:2;5588;0;5;1;0;0;
202;12;6/9/22;4:2;4;12;185;41;65462;645;4321;4:18;60;1012;60;331;20956;350;4:28;188;87;DIA;188;87;6072;44;5:21;6072;44;5;21;0;0;
202;12;6/9/22;4:23;5;12;185;41;65284;643;4375;4:39;60;1010;60;346;20895;350;4:48;87;210;DIA;87;210;5456;65492;5:39;5456;0;5;39;0;0;
202;12;6/9/22;4:58;7;12;186;41;65384;771;4316;5:16;42;687;78;359;20926;359;5:25;110;225;DIA;110;225;5060;44;6:15;5060;44;6;15;0;0;
202;12;6/9/22;4:58;7;12;186;41;65384;771;4316;5:16;42;687;78;359;20926;359;5:25;110;225;DIA;110;225;5060;44;6:15;5060;44;6;15;0;0;
202;12;6/9/22;4:58;7;12;186;41;65384;771;4316;5:16;42;687;78;359;20926;359;5:25;110;225;DIA;110;225;5060;44;6:15;5060;44;6;15;0;0;
202;12;6/9/22;17:11;9;12;186;44;59720;765;3345;17:29;100;1706;20;402;29865;402;17:42;60;159;DIB;60;159;4312;0;18:30;4268;0;18;30;0;0;
202;12;6/9/22;17:30;10;12;186;44;60555;492;3392;17:46;102;1724;18;413;30284;413;17:57;160;47;DIB;160;47;5588;0;18:48;5588;0;18;48;0;0;
202;12;6/9/22;17:48;11;12;186;44;60355;481;3320;18:0;102;1719;18;399;30182;399;18:15;48;179;DIB;48;179;5808;0;19:7;5808;0;19;7;0;0;
202;12;6/9/22;18:2;12;12;186;44;55644;445;3117;18:19;94;1594;26;395;27830;395;18:34;180;62;DIB;180;62;5368;0;19:24;5368;0;19;24;0;0;
202;12;6/9/22;18:20;13;12;186;44;55537;447;3166;18:36;94;1585;26;375;27768;375;18:51;63;184;DIB;63;184;5368;0;19:42;5368;0;19;42;0;0;
202;12;6/9/22;18:38;14;12;186;44;55622;449;3060;18:54;94;1587;26;335;27819;378;19:8;185;64;DIB;185;64;5236;0;19:59;5236;0;19;59;0;0;
202;12;6/9/22;18:55;15;12;186;44;55550;444;3111;19:11;94;1586;26;328;27778;360;19:25;65;181;DIB;65;181;5148;0;20:15;5148;0;20;15;0;0;
202;12;6/9/22;19:13;16;12;186;44;55641;463;3116;19:28;94;1588;26;341;27830;367;19:42;182;59;DIB;182;59;5148;0;20:32;5148;0;20;32;0;0;
202;12;6/9/22;19:30;17;12;186;44;55535;456;3111;19:45;94;1589;26;374;27768;374;19:59;60;177;DIB;60;177;5148;44;20:49;5148;44;20;49;0;0;
202;12;6/9/22;20:20;20;12;186;44;55609;434;3115;20:34;94;1588;26;966;27809;988;21:4;42;126;DIB;42;126;3740;0;21:50;3740;0;21;50;0;0;
202;12;6/9/22;20:36;21;12;186;44;55382;460;3102;21:7;94;1585;26;368;27697;379;21:16;127;238;DIB;127;238;4928;0;22:6;4928;0;22;6;0;0;
202;12;6/9/22;21:8;22;12;186;44;55768;448;3124;21:20;94;1593;26;349;27891;373;21:32;239;118;DIB;239;118;5236;0;22:23;5236;0;22;23;0;0;
202;12;6/9/22;21:22;23;12;186;44;55764;429;3068;21:35;94;1593;26;371;27891;371;21:49;119;233;DIB;119;233;5060;0;22:40;5060;0;22;39;0;0;
202;12;6/9/22;21:37;24;12;186;44;55624;428;3115;21:52;94;1591;26;375;27819;375;22:6;234;118;DIB;234;118;5456;0;22:57;5456;0;22;57;0;0;
202;12;6/9/22;21:54;25;12;186;44;55660;429;3118;22:8;94;1589;26;388;27830;388;22:23;119;237;DIB;119;237;5236;0;23:14;5236;0;23;14;0;0;
202;12;6/9/22;22:10;26;12;186;44;55801;431;3125;22:26;94;1590;26;396;27901;396;22:41;238;120;DIB;238;120;5368;0;23:32;5368;0;23;31;0;0;
202;12;6/9/22;22:28;27;12;186;44;55783;532;3124;22:44;94;1594;26;393;27891;410;22:58;121;5;DIB;121;5;5456;0;23:49;5456;0;23;49;0;0;
