TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;12;11/6/22;0:33;1;12;111;41;64669;631;4075;0:47;56;2006;4;231;20701;666;1:0;226;101;DIA;226;101;5016;0;1:56;5060;0;1;56;0;0;
202;12;11/6/22;0:49;2;12;111;41;62013;593;4093;1:4;54;1933;6;206;19852;352;1:19;102;231;DIA;102;231;5676;0;2:17;5720;0;2;17;0;0;
202;12;11/6/22;1:6;3;12;111;41;64027;611;4226;1:22;55;1993;5;207;20496;362;1:40;232;122;DIA;232;122;5588;44;2:37;5676;44;2;37;0;0;
202;12;11/6/22;1:24;4;12;111;41;66070;635;4427;1:42;57;2050;3;213;21151;325;2:0;122;17;DIA;122;17;5940;65492;2:59;5940;0;2;59;0;0;
202;12;11/6/22;1:45;5;12;111;41;63943;607;4221;2:3;55;1987;5;210;20466;353;2:22;18;145;DIA;18;145;5544;0;3:19;5632;0;3;19;0;0;
202;12;11/6/22;2:5;6;12;111;41;64136;624;4233;2:24;55;1994;5;225;20527;325;2:42;146;37;DIA;146;37;5764;0;3:40;5764;0;3;40;0;0;
202;12;11/6/22;2:27;7;12;111;41;67702;647;4469;2:45;58;2100;2;231;21672;336;3:3;38;173;DIA;38;173;5896;0;4:2;5984;0;4;2;0;0;
202;12;11/6/22;2:47;8;12;111;41;67649;650;4465;3:6;58;2100;2;227;21652;307;3:24;174;77;DIA;174;77;6248;0;4:24;6292;0;4;24;0;0;
202;12;11/6/22;3:8;9;12;111;41;63989;622;4096;3:28;55;1993;5;244;20476;346;3:47;78;211;DIA;78;211;5852;0;4:46;5896;0;4;46;0;0;
202;12;11/6/22;3:30;10;12;111;41;64376;637;3799;3:50;56;2000;4;251;20609;342;4:9;212;105;DIA;212;105;5808;0;5:7;5852;0;5;7;0;0;
202;12;11/6/22;3:52;11;12;111;41;64389;620;3800;4:11;56;1999;4;229;20609;358;4:30;106;237;DIA;106;237;5764;0;5:28;5808;0;5;28;0;0;
202;12;11/6/22;4:14;12;12;111;41;64292;609;4180;4:32;55;1996;5;213;20578;330;4:51;238;130;DIA;238;130;5676;44;5:49;5808;0;5;49;0;0;
202;12;11/6/22;4:35;13;12;112;41;64260;899;4177;4:53;55;1996;5;218;20568;324;5:12;130;26;DIA;131;26;5940;0;6:10;5896;44;6;10;0;0;
202;12;11/6/22;4:56;14;12;112;41;66858;680;4814;5:14;57;2084;3;223;21396;348;5:33;26;172;DIA;26;172;6336;0;6:33;6424;44;6;33;0;0;
