HORA;Tª HORNO CALIENTE;CANAL DE AIRE;Tª HORNO FRIO;INFR. SX;INFR. DX;
0:00:01;123;164;75;801;5240;
0:01:01;122;150,7;75;804;5238;
0:02:01;121;143,4;75;802;5239;
0:03:01;120;147;75;800;5240;
0:04:01;120;152,6;75;800;5239;
0:05:01;120;157,6;75;808;5240;
0:06:01;120;161,3;75;805;5240;
0:07:01;119;163,1;75;803;5239;
0:08:01;119;166,5;75;802;5239;
0:09:01;120;177,7;75;800;5238;
0:10:01;121;181,9;75;804;5239;
0:11:01;122;182;75;804;5239;
0:12:01;122;180,5;75;804;5240;
0:13:01;123;177,8;75;805;5239;
0:14:01;124;173,9;75;797;5240;
0:15:01;124;166,4;75;799;5239;
0:16:01;123;153,5;75;800;5240;
0:17:01;122;142,6;75;808;5240;
0:18:01;121;144;75;810;5239;
0:19:01;120;150;75;815;5240;
0:20:02;120;155,6;75;807;5239;
0:21:01;119;159,6;75;803;5239;
0:22:01;119;161,9;75;803;5240;
0:23:01;119;168,4;75;805;5239;
0:24:01;120;177,6;75;805;5239;
0:25:01;121;180,6;75;810;5240;
0:26:01;121;180,6;75;805;5239;
0:27:01;122;179,7;75;805;5240;
0:28:01;123;177,8;75;809;5240;
0:29:01;124;174,4;75;800;5240;
0:30:01;124;167,6;75;809;5239;
0:31:01;123;154,7;75;808;5240;
0:32:01;122;143,7;75;810;5239;
0:33:01;121;144,9;75;805;5240;
0:34:01;120;150,3;75;804;5239;
0:35:01;120;155,6;75;810;5240;
0:36:01;120;159,7;75;810;5240;
0:37:01;119;162;75;811;5239;
0:38:01;119;163,3;75;805;5240;
0:39:01;120;174,3;75;811;5239;
0:40:01;120;180,5;75;805;5240;
0:41:01;121;181,8;75;805;5240;
0:42:01;122;180,8;75;805;5239;
0:43:01;123;178,5;75;810;5239;
0:44:01;123;175,3;75;808;5240;
0:45:01;124;171,4;75;810;5240;
0:46:01;123;162,7;75;813;5239;
0:47:01;122;149,8;75;813;5240;
0:48:01;121;143,3;75;805;5239;
0:49:01;120;147,1;75;815;5240;
0:50:01;120;152,7;75;813;5239;
0:51:01;120;157,3;75;818;5239;
0:52:01;119;160,6;75;808;5239;
0:53:01;119;162,1;75;813;5239;
0:54:01;119;168,3;75;807;5240;
0:55:01;120;177,5;75;807;5240;
0:56:01;121;180,1;75;811;5240;
