Fecha;Estacion;Mezcla;Kg_corcho;Kg_cola;Kg_DU;Tapones_buenos;Tapones_malos;Tapones_buenos_descartados
1/7/22;MA11;1;70,815;22,69;4,604;12,276;0,044;0,0
1/7/22;MA11;2;70,388;22,527;4,576;12,012;0,0;0,042
1/7/22;MA11;3;71,092;22,771;4,764;11,836;0,0;0,0
1/7/22;MA11;4;70,547;22,608;4,586;12,232;0,0;0,0
1/7/22;MA11;5;70,956;22,73;4,542;11,704;0,0;0,0
1/7/22;MA11;6;70,663;22,649;4,594;12,408;0,0;0,0
1/7/22;MA11;7;70,763;22,649;4,6;11,88;0,0;0,0
1/7/22;MA11;8;70,557;22,608;4,587;12,672;0,0;0,0
1/7/22;MA11;9;70,28;22,527;4,569;12,32;0,088;0,0
1/7/22;MA11;10;70,781;22,649;4,53;12,496;0,044;0,0
1/7/22;MA11;11;70,731;22,649;4,598;12,496;0,044;0,042
1/7/22;MA11;12;70,458;22,567;4,58;12,804;0,0;0,0
1/7/22;MA11;13;70,503;22,567;4,583;12,892;0,044;0,0
1/7/22;MA11;14;70,046;22,445;4,554;12,936;0,0;0,0
1/7/22;MA11;15;70,73;22,649;4,527;12,804;0,0;0,0
1/7/22;MA11;16;70,705;22,649;4,596;12,452;0,0;0,0
1/7/22;MA11;17;70,367;22,527;4,574;12,452;0,0;0,0
1/7/22;MA11;18;70,742;22,649;4,457;12,188;0,044;0,0
1/7/22;MA11;19;70,754;22,649;4,6;12,452;0,0;0,0
1/7/22;MA11;20;70,594;22,608;4,589;12,54;0,0;0,0
1/7/22;MA11;21;70,54;22,608;4,586;12,452;0,0;0,0
1/7/22;MA11;22;70,76;22,649;4,671;12,364;0,0;0,0
1/7/22;MA11;23;70,183;22,486;4,562;12,452;0,0;0,0
1/7/22;MA11;24;70,521;22,567;4,584;12,276;0,044;0,0
1/7/22;MA11;25;69,87;22,364;4,682;12,144;0,0;0,0
1/7/22;MA11;26;70,584;22,608;4,588;12,584;0,0;0,0
1/7/22;MA11;27;70,281;22,527;4,569;12,32;0,0;0,0
1/7/22;MA11;28;70,775;22,649;4,601;12,452;0,0;0,0
1/7/22;MA11;29;70,389;22,527;4,576;12,32;0,044;0,0
1/7/22;MA11;30;70,463;22,567;4,581;12,1;0,0;0,0
1/7/22;MA11;31;70,687;22,649;4,454;12,716;0,0;0,037
1/7/22;MA11;32;70,824;22,69;4,604;11,968;0,088;0,0
1/7/22;MA11;33;70,416;22,567;4,578;12,848;0,0;0,0
1/7/22;MA11;34;70,83;22,69;4,463;12,188;0,0;0,0
1/7/22;MA11;35;70,669;22,649;4,594;12,364;0,0;0,0
1/7/22;MA11;36;70,619;22,608;4,591;12,716;0,0;0,0
1/7/22;MA11;37;70,452;22,567;4,58;12,628;0,0;0,0
1/7/22;MA11;38;70,492;22,567;4,583;12,496;0,0;0,0
1/7/22;MA11;39;70,653;22,608;4,593;12,276;0,0;0,0
1/7/22;MA11;40;70,571;22,608;4,588;12,848;0,0;0,0
1/7/22;MA11;41;70,43;22,567;4,578;12,188;0,0;0,0
1/7/22;MA11;42;70,582;22,608;4,588;12,408;0,0;0,0
1/7/22;MA11;43;70,65;22,608;4,593;13,024;0,0;0,0
1/7/22;MA11;44;70,703;22,649;4,596;12,452;0,0;0,0
1/7/22;MA11;45;70,904;22,69;4,609;12,364;0,044;0,0
1/7/22;MA11;46;70,759;22,649;4,529;12,144;0,0;0,0
1/7/22;MA11;47;70,616;22,608;4,591;12,32;0,0;0,0
1/7/22;MA11;48;70,92;22,73;4,468;12,54;0,0;0,0
1/7/22;MA11;49;70,512;22,567;4,584;12,54;0,0;0,0
1/7/22;MA11;50;70,441;22,567;4,579;12,056;0,0;0,0
1/7/22;MA11;52;70,35;22,527;4,573;12,056;0,0;0,0
1/7/22;MA11;53;70,4;22,567;4,576;12,276;0,0;0,0
1/7/22;MA11;54;70,779;22,649;4,601;12,1;0,044;0,0
1/7/22;MA11;55;70,605;22,608;4,59;12,496;0,0;0,0
1/7/22;MA11;56;70,815;22,69;4,604;12,188;0,0;0,0
1/7/22;MA11;57;70,48;22,567;4,582;12,672;0,0;0,0
1/7/22;MA11;58;70,512;22,567;4,584;12,452;0,0;0,0
1/7/22;MA11;59;70,731;22,649;4,598;12,408;0,044;0,0
1/7/22;MA11;60;70,314;22,527;4,571;12,98;0,0;0,0
1/7/22;MA11;61;70,562;22,608;4,516;12,804;0,0;0,0
1/7/22;MA11;62;70,158;22,486;4,491;12,848;0,0;0,0
1/7/22;MA11;63;70,38;22,527;4,575;13,42;0,0;0,0
1/7/22;MA10;1;55,984;28,013;3,08;11,924;0,0;0,0
1/7/22;MA10;2;56,139;28,069;3,088;11,88;0,0;0,0
1/7/22;MA10;3;56,09;28,069;3,085;12,056;0,0;0,0
1/7/22;MA10;4;55,961;27,985;3,078;12,32;0,0;0,0
1/7/22;MA10;5;56,09;28,069;3,085;11,88;0,0;0,0
1/7/22;MA10;6;56,161;28,097;3,089;11,88;0,0;0,0
1/7/22;MA10;7;56,243;28,126;3,094;13,948;1,144;0,047
1/7/22;MA10;8;55,304;27,676;3,042;8,228;0,0;0,0
1/7/22;MA10;9;56,094;28,069;3,086;13,728;0,088;0,0
1/7/22;MA10;10;56,116;28,069;3,087;12,056;0,0;0,0
1/7/22;MA10;11;55,894;27,957;3,075;11,968;0,088;0,0
1/7/22;MA10;12;56,169;28,097;3,09;12,672;0,0;0,0
1/7/22;MA10;13;55,884;27,957;3,074;12,408;0,0;0,0
1/7/22;MA10;14;56,077;28,041;3,085;11,968;0,0;0,0
1/7/22;MA10;15;55,966;27,985;3,079;13,552;0,0;0,0
1/7/22;MA10;16;55,964;27,985;3,079;11,792;0,0;0,0
1/7/22;MA10;17;55,982;28,013;3,08;12,584;0,0;0,0
1/7/22;MA10;18;56,161;28,097;3,089;12,496;0,0;0,0
1/7/22;MA10;19;55,997;28,013;3,08;12,1;0,044;0,0
1/7/22;MA10;20;56,019;28,013;3,082;12,54;0,0;0,0
1/7/22;MA10;21;56,128;28,069;3,088;12,32;0,0;0,0
1/7/22;MA10;22;56,023;28,013;3,082;11,88;0,044;0,0
1/7/22;MA10;23;56,015;28,013;3,081;12,32;0,0;0,0
1/7/22;MA10;24;55,971;27,985;3,079;12,232;0,0;0,0
1/7/22;MA10;25;56,044;28,041;3,083;11,528;0,0;0,0
1/7/22;MA10;26;56,094;28,069;3,086;12,32;0,0;0,0
1/7/22;MA10;27;55,947;27,985;3,078;11,528;0,0;0,0
1/7/22;MA10;28;56,132;28,069;3,088;11,792;0,044;0,0
1/7/22;MA10;29;56,108;28,069;3,086;12,408;0,0;0,0
1/7/22;MA10;30;56,102;28,069;3,086;11,88;0,088;0,0
1/7/22;MA10;31;56,147;28,097;3,089;11,968;0,0;0,0
1/7/22;MA10;32;56,018;28,013;3,082;12,32;0,044;0,0
1/7/22;MA10;33;56,133;28,069;3,088;12,32;0,044;0,0
1/7/22;MA10;34;56,173;28,097;3,09;12,32;0,0;0,0
1/7/22;MA10;35;55,91;27,957;3,076;12,144;0,0;0,0
1/7/22;MA10;36;56,0;28,013;3,08;11,88;0,0;0,0
1/7/22;MA10;37;56,413;28,21;3,103;11,968;0,0;0,0
1/7/22;MA10;38;56,095;28,069;3,086;11,88;0,088;0,0
1/7/22;MA10;39;55,992;28,013;3,08;12,32;0,0;0,0
1/7/22;MA10;40;56,178;28,097;3,09;11,968;0,0;0,0
1/7/22;MA10;41;56,066;28,041;3,084;12,144;0,0;0,0
1/7/22;MA10;42;55,841;27,929;3,128;12,056;0,0;0,0
1/7/22;MA10;43;56,198;28,126;3,091;12,716;0,044;0,0
1/7/22;MA10;44;56,202;28,126;3,092;12,452;0,0;0,0
1/7/22;MA10;45;56,028;28,041;3,138;11,968;0,088;0,0
1/7/22;MA10;46;56,127;28,069;3,088;12,232;0,0;0,0
1/7/22;MA10;47;56,163;28,097;3,089;11,968;0,0;0,0
1/7/22;MA10;48;56,148;28,097;3,089;11,66;0,088;0,0
1/7/22;MA10;49;56,189;28,097;3,091;11,968;0,0;0,0
1/7/22;MA10;50;56,091;28,069;3,142;11,968;0,088;0,0
1/7/22;MA10;51;56,028;28,041;3,138;11,792;0,0;0,0
1/7/22;MA10;52;56,251;28,126;3,094;11,704;0,0;0,0
1/7/22;MA10;53;56,095;28,069;3,086;12,32;0,0;0,0
1/7/22;MA10;54;56,331;28,182;3,155;9,152;0,0;0,0
1/7/22;MA10;55;56,199;28,126;3,091;8,448;0,044;0,0
1/7/22;MA10;56;56,352;28,182;3,1;13,684;0,0;0,0
1/7/22;MA10;57;56,345;28,182;3,156;9,812;0,0;0,0
1/7/22;MA10;58;56,134;28,069;3,088;11,704;0,0;0,0
1/7/22;MA10;59;56,454;28,238;3,105;11,396;0,044;0,0
1/7/22;MA10;60;56,2;28,126;3,091;11,396;0,0;0,0
1/7/22;MA10;61;56,35;28,182;3,1;12,144;0,088;0,0
1/7/22;MA10;62;56,336;28,182;3,099;12,32;0,0;0,0
1/7/22;MA10;63;56,159;28,097;3,089;13,024;0,0;0,0
1/7/22;MA10;64;56,12;28,069;3,087;12,364;0,616;0,0
1/7/22;MA10;65;56,28;28,154;3,096;12,936;0,0;0,0
1/7/22;MA12;1;65,625;21,008;4,332;11,176;0,044;0,042
1/7/22;MA12;2;65,33;20,905;4,312;11,264;0,0;0,001
1/7/22;MA12;3;65,414;20,936;4,318;11,44;0,088;0,021
1/7/22;MA12;4;65,595;20,997;4,264;11,0;0,0;0,04
1/7/22;MA12;5;65,462;20,956;4,321;11,572;0,0;0,0
1/7/22;MA12;6;65,43;20,946;4,319;11,044;0,088;0,019
1/7/22;MA12;7;65,486;20,956;4,323;11,748;0,0;0,039
1/7/22;MA12;8;65,385;20,926;4,316;11,396;0,044;0,059
1/7/22;MA12;9;65,554;20,977;4,262;11,396;0,044;0,019
1/7/22;MA12;10;65,321;20,905;4,312;11,396;0,044;0,038
1/7/22;MA12;11;65,512;20,967;4,259;11,528;0,044;0,058
1/7/22;MA12;12;65,294;20,895;4,31;11,528;0,044;0,018
1/7/22;MA12;13;65,423;20,936;4,318;11,352;0,0;0,038
1/7/22;MA12;14;65,417;20,936;4,318;11,44;0,0;0,057
1/7/22;MA12;15;65,452;20,946;4,32;11,528;0,0;0,017
1/7/22;MA12;16;65,288;20,895;4,31;11,616;0,044;0,037
1/7/22;MA12;17;65,342;20,916;4,313;11,44;0,088;0,057
1/7/22;MA12;18;65,273;20,895;4,309;11,836;0,044;0,017
1/7/22;MA12;19;65,327;20,905;4,312;11,66;0,0;0,037
1/7/22;MA12;20;65,398;20,936;4,317;11,132;0,0;0,057
1/7/22;MA12;21;65,36;20,916;4,314;12,1;0,0;0,018
1/7/22;MA12;22;65,118;20,844;4,298;11,264;0,0;0,037
1/7/22;MA12;24;65,379;20,926;4,316;11,264;0,0;0,015
1/7/22;MA12;28;64,907;14,932;3,96;7,392;0,088;0,003
1/7/22;MA12;29;70,266;16,17;4,287;10,472;0,0;0,021
1/7/22;MA12;30;70,441;16,201;4,297;10,384;0,0;0,039
1/7/22;MA12;32;70,376;16,19;4,293;10,912;0,0;0,016
1/7/22;MA12;33;70,165;16,139;4,281;13,376;0,0;0,039
1/7/22;MA12;34;70,351;16,18;4,292;9,108;0,0;0,018
1/7/22;MA12;36;70,622;16,252;4,308;10,78;0,0;0,009
1/7/22;MA12;37;70,414;16,201;4,225;7,392;1,144;0,014
1/7/22;MA12;38;70,161;16,139;4,28;7,788;0,0;0,047
1/7/22;MA12;40;70,691;16,262;4,313;9,9;0,088;0,021
1/7/22;MA12;41;70,622;16,252;4,308;10,34;0,0;0,039
1/7/22;MA12;42;70,371;16,19;4,293;10,076;0,088;0,056
1/7/22;MA12;43;70,666;16,262;4,311;10,692;0,0;0,015
1/7/22;MA12;44;70,585;16,241;4,306;11,22;0,088;0,034
1/7/22;MA12;45;67,293;15,485;4,105;10,516;0,0;0,052
1/7/22;MA12;46;70,422;16,201;4,296;10,868;0,0;0,011
1/7/22;MA12;47;70,079;16,119;4,275;10,956;0,0;0,03
1/7/22;MA12;48;70,262;16,16;4,286;10,868;0,088;0,049
1/7/22;MA13;1;55,521;27,782;3,387;12,188;0,0;0,04
1/7/22;MA13;2;55,491;27,782;3,33;12,056;0,0;0,001
1/7/22;MA13;3;55,423;27,743;3,326;12,32;0,0;0,022
1/7/22;MA13;4;55,247;27,628;3,315;11,704;0,0;0,042
1/7/22;MA13;5;55,262;27,667;3,372;15,268;0,0;0,047
1/7/22;MA13;6;54,795;27,399;3,288;9,68;0,0;0,003
1/7/22;MA13;7;55,107;27,59;3,307;12,32;0,0;0,024
1/7/22;MA13;8;55,375;27,705;3,323;12,716;0,0;0,046
1/7/22;MA13;9;55,065;27,552;3,36;12,188;0,0;0,007
1/7/22;MA13;10;55,599;27,82;3,336;13,156;0,0;0,029
1/7/22;MA13;11;55,153;27,59;3,31;12,364;0,0;0,05
1/7/22;MA13;12;55,305;27,667;3,374;12,496;0,0;0,012
1/7/22;MA13;13;55,432;27,743;3,326;12,54;0,0;0,033
1/7/22;MA13;14;55,359;27,705;3,322;11,704;0,0;0,053
1/7/22;MA13;15;55,3;27,667;3,318;13,376;0,0;0,016
1/7/22;MA13;16;55,358;27,705;3,377;11,836;0,0;0,036
1/7/22;MA13;17;55,242;27,628;3,315;11,22;0,0;0,056
1/7/22;MA13;18;55,272;27,667;3,317;11,836;0,0;0,016
1/7/22;MA13;19;55,542;27,782;3,333;11,88;0,0;0,036
1/7/22;MA13;20;55,136;27,59;3,364;13,068;0,0;0,058
1/7/22;MA13;21;60,682;30,349;3,641;14,388;0,044;0,052
1/7/22;MA13;22;54,732;27,399;3,339;9,9;0,0;0,01
1/7/22;MA13;23;55,309;27,667;3,319;11,528;0,044;0,031
1/7/22;MA13;24;55,566;27,82;3,335;12,188;0,0;0,052
1/7/22;MA13;25;55,359;27,705;3,322;12,716;0,0;0,014
1/7/22;MA13;26;55,431;27,743;3,326;12,804;0,0;0,036
1/7/22;MA13;27;55,583;27,82;3,391;10,956;0,0;0,054
1/7/22;MA13;28;55,627;27,82;3,338;12,496;0,0;0,016
1/7/22;MA13;29;55,941;27,973;3,413;12,012;0,0;0,037
1/7/22;MA13;30;55,664;27,858;3,34;11,924;0,0;0,057
1/7/22;MA13;31;55,581;27,82;3,335;12,056;0,0;0,018
1/7/22;MA13;32;55,865;27,935;3,352;12,232;0,0;0,039
1/7/22;MA13;33;55,826;27,935;3,35;11,836;0,0;0,0
1/7/22;MA13;34;55,744;27,897;3,401;12,012;0,0;0,021
1/7/22;MA13;35;55,689;27,858;3,342;12,32;0,0;0,042
1/7/22;MA13;36;56,0;28,012;3,416;11,88;0,0;0,002
1/7/22;MA13;37;55,791;27,897;3,348;12,144;0,0;0,024
1/7/22;MA13;38;56,191;28,127;3,428;11,924;0,0;0,044
1/7/22;MA13;39;55,84;27,935;3,351;11,66;0,0;0,004
1/7/22;MA13;40;55,933;27,973;3,357;12,936;0,0;0,027
1/7/22;MA13;42;56,087;28,05;3,366;12,584;0,0;0,01
1/7/22;MA13;43;55,941;27,973;3,413;12,188;0,0;0,031
1/7/22;MA13;44;55,883;27,973;3,354;12,716;0,0;0,053
1/7/22;MA13;45;56,047;28,05;3,419;12,54;0,0;0,014
1/7/22;MA13;46;55,866;27,935;3,353;12,628;0,0;0,036
1/7/22;MA13;47;55,807;27,935;3,349;12,232;0,0;0,057
1/7/22;MA13;48;55,83;27,935;3,406;12,452;0,0;0,019
1/7/22;MA13;49;55,769;27,897;3,402;12,54;0,0;0,041
1/7/22;MA13;50;55,76;27,897;3,402;12,848;0,0;0,003
1/7/22;MA13;51;56,048;28,05;3,363;12,056;0,0;0,024
1/7/22;MA13;52;56,143;28,088;3,369;12,936;0,0;0,046
1/7/22;MA13;53;55,809;27,935;3,405;13,244;0,0;0,009
1/7/22;MA13;54;56,348;28,203;3,438;12,364;0,0;0,031
1/7/22;MA13;55;55,903;27,973;3,355;12,936;0,0;0,053
1/7/22;MA13;56;55,938;27,973;3,357;12,32;0,0;0,014
1/7/22;MA13;57;55,635;27,82;3,394;12,892;0,0;0,036
1/7/22;MA13;58;55,88;27,973;3,409;12,54;0,0;0,058
1/7/22;MA13;59;55,789;27,897;3,404;13,068;0,0;0,021
1/7/22;MA13;60;55,768;27,897;3,402;12,804;0,0;0,043
1/7/22;MA13;61;55,821;27,935;3,35;12,892;0,0;0,005
1/7/22;MA14;1;68,146;21,813;4,498;10,384;0,0;0,02
1/7/22;MA14;2;68,335;21,87;4,511;11,264;0,0;0,049
1/7/22;MA14;3;68,247;21,842;4,505;10,208;0,0;0,014
1/7/22;MA14;4;68,216;21,832;4,503;11,352;0,0;0,043
1/7/22;MA14;5;68,239;21,842;4,504;10,032;0,0;0,008
1/7/22;MA14;6;68,282;21,851;4,507;11,0;0,0;0,036
1/7/22;MA14;7;68,193;21,822;4,501;10,296;0,0;0,002
1/7/22;MA14;8;68,357;21,88;4,58;11,616;0,0;0,032
1/7/22;MA14;9;68,29;21,861;4,508;9,636;0,044;0,055
1/7/22;MA14;10;68,362;21,88;4,512;10,956;0,0;0,035
1/7/22;MA14;11;68,029;21,774;4,49;10,296;0,0;0,001
1/7/22;MA14;12;68,471;21,918;4,52;12,892;0,044;0,036
1/7/22;MA14;13;68,312;21,861;4,509;8,888;0,0;0,004
1/7/22;MA14;14;68,134;21,803;4,497;10,384;0,0;0,03
1/7/22;MA14;15;68,424;21,899;4,585;11,704;0,0;0,0
1/7/22;MA14;16;68,637;21,966;4,531;9,548;0,044;0,023
1/7/22;MA14;17;68,801;22,024;4,541;11,352;0,0;0,053
1/7/22;MA14;18;68,55;21,938;4,525;10,824;0,0;0,019
1/7/22;MA14;19;68,739;22,005;4,537;10,824;0,0;0,047
1/7/22;MA14;20;68,631;21,966;4,53;10,736;0,0;0,014
1/7/22;MA14;21;68,501;21,928;4,59;11,0;0,0;0,042
1/7/22;MA14;22;68,822;22,024;4,543;10,736;0,0;0,008
1/7/22;MA14;23;68,402;21,89;4,515;11,88;0,0;0,039
1/7/22;MA14;24;68,422;21,899;4,516;10,208;0,0;0,004
1/7/22;MA14;25;68,311;21,861;4,509;10,384;0,0;0,031
1/7/22;MA14;26;68,305;21,861;4,509;11,0;0,0;0,058
1/7/22;MA14;27;68,76;22,005;4,539;10,296;0,088;0,025
1/7/22;MA14;28;68,69;21,986;4,534;11,176;0,0;0,053
1/7/22;MA14;29;68,373;21,88;4,513;9,856;0,0;0,018
1/7/22;MA14;30;68,277;21,851;4,507;11,528;0,0;0,05
1/7/22;MA14;31;68,441;21,909;4,518;9,592;0,0;0,014
1/7/22;MA14;32;68,561;21,947;4,526;10,912;0,0;0,044
1/7/22;MA14;33;68,372;21,88;4,581;10,032;0,0;0,009
1/7/22;MA14;34;68,946;22,063;4,551;12,056;0,044;0,041
1/7/22;MA14;35;68,619;21,966;4,529;9,856;0,0;0,005
1/7/22;MA14;36;68,399;21,89;4,515;11,528;0,0;0,035
1/7/22;MA14;37;68,755;22,005;4,538;10,824;0,0;0,001
1/7/22;MA14;39;68,146;21,813;4,43;9,9;0,0;0,058
1/7/22;MA14;40;67,932;21,745;4,552;11,352;0,0;0,027
1/7/22;MA14;41;68,4;21,89;4,583;10,736;0,0;0,053
1/7/22;MA14;42;68,789;22,014;4,541;12,056;0,0;0,024
1/7/22;MA14;43;68,342;21,87;4,511;10,384;0,0;0,05
1/7/22;MA14;44;68,664;21,976;4,532;12,144;0,0;0,021
1/7/22;MA14;45;69,181;22,139;4,566;10,824;0,088;0,049
1/7/22;MA14;46;69,089;22,111;4,63;10,648;0,0;0,015
1/7/22;MA14;47;68,69;21,986;4,534;11,616;0,0;0,045
1/7/22;MA14;48;68,742;22,005;4,538;10,208;0,0;0,01
1/7/22;MA14;49;68,844;22,034;4,544;11,44;0,0;0,039
1/7/22;MA14;50;68,819;22,024;4,543;10,032;0,088;0,004
1/7/22;MA14;51;68,522;21,928;4,523;11,968;0,0;0,036
1/7/22;MA15;1;69,875;19,573;4,263;12,76;0,0;0,03
1/7/22;MA15;2;69,854;19,563;4,331;12,672;0,0;0,05
1/7/22;MA15;3;69,774;19,543;4,326;12,98;0,044;0,012
1/7/22;MA15;4;69,747;19,533;4,325;12,804;0,0;0,032
1/7/22;MA15;5;69,807;19,553;4,329;12,936;0,0;0,053
1/7/22;MA15;6;69,74;19,533;4,324;12,936;0,0;0,015
1/7/22;MA15;7;69,725;19,523;4,323;12,98;0,0;0,036
1/7/22;MA15;8;69,778;19,543;4,327;12,98;0,0;0,057
1/7/22;MA15;9;69,813;19,553;4,259;13,904;0,0;0,019
1/7/22;MA15;10;69,765;19,543;4,326;13,024;0,0;0,04
1/7/22;MA15;11;69,596;19,493;4,315;13,904;0,0;0,003
1/7/22;MA15;12;69,728;19,523;4,324;13,552;0,088;0,025
1/7/22;MA15;13;69,74;19,533;4,324;14,344;0,0;0,048
1/7/22;MA15;14;69,68;19,513;4,321;13,112;0,0;0,01
1/7/22;MA15;15;74,549;20,882;4,697;16,016;1,496;0,0
1/7/22;MA15;16;74,848;20,962;4,566;10,296;0,0;0,04
1/7/22;MA15;17;74,906;20,982;4,57;14,432;0,0;0,004
1/7/22;MA15;18;74,675;20,912;4,556;13,992;0,0;0,027
1/7/22;MA15;19;75,116;21,032;4,583;14,08;0,088;0,049
1/7/22;MA15;20;74,91;20,982;4,645;14,08;0,0;0,012
1/7/22;MA15;21;74,853;20,962;4,641;13,816;0,0;0,035
1/7/22;MA15;22;74,735;20,932;4,559;13,552;0,0;0,057
1/7/22;MA15;23;74,728;20,932;4,708;13,64;0,0;0,019
1/7/22;MA15;24;74,952;20,992;4,573;13,464;0,0;0,041
1/7/22;MA15;25;74,595;20,892;4,625;13,464;0,0;0,004
1/7/22;MA15;26;74,792;20,942;4,638;13,728;0,0;0,026
1/7/22;MA15;27;74,965;20,992;4,573;13,024;0,0;0,048
1/7/22;MA15;28;74,916;20,982;4,57;13,816;0,0;0,01
1/7/22;MA15;29;75,027;21,012;4,577;13,376;0,0;0,032
1/7/22;MA15;30;74,954;20,992;4,573;13,64;0,0;0,054
1/7/22;MA15;31;74,795;20,942;4,563;13,86;0,0;0,017
1/7/22;MA15;32;74,741;20,932;4,635;14,212;0,0;0,04
1/7/22;MA15;33;74,743;20,932;4,635;14,52;0,0;0,003
1/7/22;MA15;34;74,708;20,922;4,707;14,432;0,0;0,027
1/7/22;MA15;35;74,846;20,962;4,641;14,696;0,0;0,051
1/7/22;MA15;36;74,812;20,952;4,714;14,168;0,088;0,014
1/8/22;MA11;1;50,395;25,215;2,621;10,868;0,088;0,0
1/8/22;MA11;2;50,22;25,134;2,612;11,088;0,0;0,0
1/8/22;MA11;3;50,12;25,093;2,607;11,396;0,0;0,0
1/8/22;MA11;4;50,222;25,134;2,612;10,912;0,044;0,0
1/8/22;MA11;5;49,99;25,012;2,6;11,044;0,044;0,0
1/8/22;MA11;6;50,318;25,174;2,617;11,22;0,044;0,0
1/8/22;MA11;7;50,123;25,093;2,657;10,912;0,0;0,0
1/8/22;MA11;8;49,883;24,971;2,694;11,044;0,0;0,0
1/8/22;MA11;9;50,12;25,093;2,607;11,264;0,088;0,0
1/8/22;MA11;10;50,144;25,093;2,608;11,044;0,0;0,0
1/8/22;MA11;11;50,268;25,134;2,665;11,528;0,0;0,0
1/8/22;MA11;12;50,08;25,052;2,605;11,044;0,088;0,0
1/8/22;MA11;13;36,932;18,494;1,958;10,692;0,176;0,0
1/8/22;MA11;14;19,277;9,654;1,099;3,476;0,0;0,0
1/8/22;MA11;15;54,944;27,496;2,858;8,536;0,0;0,0
1/8/22;MA11;16;55,057;27,537;2,863;11,132;0,0;0,0
1/8/22;MA11;17;55,129;27,578;2,978;10,824;0,088;0,0
1/8/22;MA11;18;55,2;27,619;2,871;11,572;0,0;0,0
1/8/22;MA11;19;55,326;27,7;2,878;11,22;0,0;0,0
1/8/22;MA11;20;55,062;27,537;2,919;11,352;0,0;0,0
1/8/22;MA11;21;55,206;27,619;2,871;11,308;0,0;0,0
1/8/22;MA11;22;55,067;27,537;2,919;11,44;0,0;0,0
1/8/22;MA11;23;55,199;27,619;2,871;11,044;0,0;0,0
1/8/22;MA11;24;55,363;27,7;2,935;11,0;0,0;0,0
1/8/22;MA11;25;55,147;27,578;2,868;11,132;0,0;0,0
1/8/22;MA11;26;55,204;27,619;2,816;11,0;0,0;0,0
1/8/22;MA11;27;55,129;27,578;2,867;11,132;0,0;0,0
1/8/22;MA11;28;55,155;27,578;2,869;11,0;0,0;0,0
1/8/22;MA11;29;55,24;27,619;2,873;11,044;0,0;0,0
1/8/22;MA11;30;55,271;27,659;2,764;10,912;0,088;0,0
1/8/22;MA11;31;55,235;27,619;2,873;11,132;0,0;0,0
1/8/22;MA11;32;55,27;27,659;2,875;10,912;0,088;0,0
1/8/22;MA11;33;55,153;27,578;2,869;11,132;0,0;0,0
1/8/22;MA11;34;55,373;27,7;2,88;11,176;0,0;0,0
1/8/22;MA11;35;55,212;27,619;2,982;11,044;0,0;0,0
1/8/22;MA11;36;55,252;27,659;2,874;11,088;0,0;0,0
1/8/22;MA11;37;55,16;27,619;2,869;11,308;0,088;0,0
1/8/22;MA11;38;55,403;27,741;2,881;11,044;0,0;0,0
1/8/22;MA11;39;55,314;27,659;2,822;11,528;0,0;0,0
1/8/22;MA11;40;55,256;27,659;2,874;10,868;0,0;0,0
1/8/22;MA11;41;55,258;27,659;2,929;11,0;0,044;0,0
1/8/22;MA11;42;55,301;27,659;2,876;11,22;0,0;0,0
1/8/22;MA11;43;55,242;27,659;2,873;11,088;0,0;0,0
1/8/22;MA11;45;55,467;27,741;2,829;11,352;0,044;0,0
1/8/22;MA11;46;55,417;27,741;2,882;11,572;0,0;0,0
1/8/22;MA11;47;55,332;27,7;2,878;11,704;0,0;0,0
1/8/22;MA11;48;55,321;27,7;2,877;11,396;0,0;0,0
1/8/22;MA11;49;55,315;27,659;2,877;11,088;0,0;0,0
1/8/22;MA11;50;55,454;27,741;2,884;12,1;0,0;0,0
1/8/22;MA11;51;55,115;27,578;2,977;10,956;0,0;0,0
1/8/22;MA11;52;55,422;27,741;2,882;11,088;0,088;0,0
1/8/22;MA11;53;55,177;27,619;2,87;10,604;0,0;0,0
1/8/22;MA11;54;55,182;27,619;2,87;11,0;0,0;0,0
1/8/22;MA11;55;55,213;27,619;2,872;12,452;0,0;0,0
1/8/22;MA11;57;55,337;27,7;2,878;9,152;0,0;0,0
1/8/22;MA11;58;55,513;27,782;2,887;10,648;0,044;0,0
1/8/22;MA11;59;54,704;27,374;2,845;11,22;0,0;0,0
1/8/22;MA11;60;55,13;27,578;2,867;11,396;0,0;0,0
1/8/22;MA11;61;55,522;27,782;2,888;11,352;0,044;0,0
1/8/22;MA11;62;55,077;27,578;3,03;11,396;0,0;0,0
1/8/22;MA11;63;55,091;27,578;2,865;11,792;0,0;0,0
1/8/22;MA11;64;55,183;27,619;2,87;11,308;0,0;0,0
1/8/22;MA11;65;54,689;27,374;2,844;11,616;0,0;0,0
1/8/22;MA11;66;54,927;27,496;2,857;11,924;0,0;0,0
1/8/22;MA11;67;55,122;27,578;2,867;12,804;0,0;0,0
1/8/22;MA11;68;50,338;25,174;2,618;8,58;0,088;0,0
1/8/22;MA11;69;49,777;24,889;2,688;9,856;0,0;0,0
1/8/22;MA11;70;49,887;24,971;2,694;10,032;0,0;0,0
1/8/22;MA11;71;50,281;25,174;2,615;9,768;0,0;0,0
1/8/22;MA10;1;59,21;16,605;3,553;9,328;0,0;0,0
1/8/22;MA10;2;59,727;16,746;3,524;11,616;0,0;0,0
1/8/22;MA10;3;59,987;16,802;3,54;11,088;0,0;0,0
1/8/22;MA10;4;60,029;16,83;3,542;10,384;0,044;0,0
