TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;1/5/22;21:59;60;14;115;55;65003;703;5331;22:15;0;0;0;592;32508;592;22:36;143;32;DIZ;143;94;5676;0;23:37;8316;836;23;49;0;
202;14;1/5/22;21:59;60;14;115;55;65003;703;5331;22:15;0;0;0;592;32508;592;22:36;143;32;DIZ;143;94;5676;0;23:37;8316;836;4;38;0;
202;14;1/5/22;22:17;61;14;115;55;66024;733;5414;22:39;0;0;0;643;33017;643;23:23;180;31;DIZ;0;0;9944;528;4:48;0;132;4;48;0;
202;14;1/5/22;22:41;62;14;115;55;66821;743;5413;23:38;0;0;0;1103;33411;1103;5:9;169;13;DIZ;167;13;3696;0;5:58;3784;0;5;57;0;
202;14;2/5/22;5:32;2;14;115;55;66814;719;5412;5:49;0;0;0;768;33411;768;6:3;49;165;DIZ;47;165;5148;0;6:57;5236;0;6;57;0;
202;14;2/5/22;5:51;3;14;115;55;66292;718;5436;6:7;0;0;0;746;33152;746;6:21;166;45;DIZ;166;52;5236;0;7:15;5456;0;7;16;0;
202;14;2/5/22;6:27;5;14;115;55;67395;720;5460;6:44;0;0;0;757;33699;757;6:59;178;52;DIZ;177;52;5016;0;7:52;4972;0;7;52;0;
202;14;2/5/22;6:46;6;14;115;55;66888;723;5419;7:2;0;0;0;729;33450;729;7:16;53;172;DIZ;53;179;5280;0;8:10;5588;0;8;11;0;
202;14;2/5/22;7:5;7;14;115;55;67212;733;5445;7:21;0;0;0;786;33613;786;7:36;181;55;DIZ;180;69;5016;0;8:28;5588;0;8;30;0;
202;14;2/5/22;7:23;8;14;115;55;67531;718;5471;7:39;0;0;0;845;33767;845;7:55;71;180;DIZ;70;196;4840;0;8:47;5588;0;8;50;0;
202;14;2/5/22;7:41;9;14;115;55;66435;705;5382;7:59;0;0;0;833;33219;833;8:14;198;70;DIZ;198;80;4928;0;9:7;5280;0;9;8;0;
202;14;2/5/22;8:1;10;14;115;55;66896;700;5419;8:18;0;0;0;804;33450;804;8:33;83;192;DIZ;81;199;4840;0;9:25;5236;0;9;26;0;
202;14;2/5/22;8:20;11;14;115;55;67075;730;5434;8:36;0;0;0;765;33546;765;8:51;201;77;DIZ;200;77;5104;0;9:44;5060;0;9;44;0;
202;14;2/5/22;8:39;12;14;115;55;66956;722;5424;8:55;0;0;0;717;33478;717;9:8;79;194;DIZ;78;202;5104;0;10:1;5500;0;10;3;0;
202;14;2/5/22;8:57;13;14;115;55;67570;726;5474;9:13;0;0;0;728;33786;728;9:27;205;77;DIZ;203;77;4928;0;10:20;4928;0;10;20;0;
202;14;2/5/22;9:16;14;14;115;55;67167;721;5508;9:32;0;0;0;667;33584;667;9:45;78;197;DIZ;78;197;5280;0;10:41;5280;0;10;40;0;
202;14;2/5/22;9:34;15;14;115;55;65197;711;5281;9:50;0;0;0;672;32604;672;10:3;198;76;DIZ;198;84;5192;0;11:1;5456;0;11;3;0;
202;14;2/5/22;9:52;16;14;115;55;66054;709;5351;10:8;0;0;0;723;33027;723;10:22;86;188;DIZ;85;188;4532;0;11:21;4576;0;11;21;0;
202;14;2/5/22;10:10;17;14;115;55;67454;715;5464;10:26;0;0;0;717;33728;717;10:40;189;54;DIZ;189;54;4620;0;11:39;4532;0;11;39;0;
202;14;2/5/22;10:28;18;14;115;55;66979;721;5426;10:44;0;0;0;659;33498;742;10:58;55;172;DIZ;55;172;5192;0;12:0;5192;0;12;0;0;
202;14;2/5/22;10:46;19;14;115;55;66541;726;5457;11:2;0;0;0;627;33277;743;11:19;173;49;DIZ;173;49;5104;0;12:21;5016;0;12;20;0;
202;14;2/5/22;11:4;20;14;115;55;67411;721;5528;11:23;0;0;0;623;33709;741;11:39;50;167;DIZ;50;167;5192;0;12:41;5192;0;12;41;0;
202;14;2/5/22;11:25;21;14;115;55;67208;713;5444;11:43;0;0;0;609;33613;761;12:0;168;42;DIZ;168;42;5016;0;13:1;4928;0;13;1;0;
202;14;2/5/22;11:45;22;14;115;55;67592;722;5475;12:4;0;0;0;620;33796;720;12:20;43;160;DIZ;43;160;5192;0;13:22;5192;0;13;22;0;
202;14;2/5/22;12:6;23;14;115;55;67246;726;5447;12:24;0;0;0;637;33623;760;12:41;161;36;DIZ;161;37;5060;0;13:42;4972;44;13;42;0;
202;14;2/5/22;12:26;24;14;115;55;66806;741;5412;12:45;0;0;0;626;33411;736;13:1;37;153;DIZ;37;153;5148;0;14:3;5148;0;14;3;0;
202;14;2/5/22;12:47;25;14;115;55;67011;719;5428;13:5;0;0;0;641;33507;760;13:22;154;30;DIZ;154;30;5104;0;14:23;5104;0;14;23;0;
