TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;5/6/22;21:57;62;14;148;55;70012;651;5741;22:14;0;0;0;523;35006;681;22:40;187;52;DIZ;187;52;4620;0;0:1;4620;0;0;0;0;
202;14;5/6/22;22:17;63;14;148;55;70171;658;5755;22:43;0;0;0;531;35093;531;23:0;53;139;DIZ;53;139;3652;176;0:18;3740;0;0;18;0;
202;14;5/6/22;22:17;63;14;148;55;70171;658;5755;22:43;0;0;0;531;35093;531;23:0;53;139;DIZ;53;139;3652;176;0:18;3740;0;0;18;0;
202;14;5/6/22;22:17;63;14;148;55;70171;658;5755;22:43;0;0;0;531;35093;531;23:0;53;139;DIZ;53;139;3652;176;0:18;3740;0;0;18;0;
202;14;5/6/22;22:17;63;14;148;55;70171;658;5755;22:43;0;0;0;531;35093;531;23:0;53;139;DIZ;53;139;3652;176;0:18;3740;0;0;18;0;
202;14;5/6/22;22:17;63;14;148;55;70171;658;5755;22:43;0;0;0;531;35093;531;23:0;53;139;DIZ;53;139;3652;176;0:18;3740;0;0;18;0;
202;14;5/6/22;22:17;63;14;148;55;70171;658;5755;22:43;0;0;0;531;35093;531;23:0;53;139;DIZ;53;139;3652;176;0:18;3740;0;0;18;0;
202;14;5/6/22;22:46;64;14;148;55;70000;657;5741;23:3;0;0;0;514;35006;570;23:19;140;3;DIZ;140;33;4972;1100;4:11;5544;0;0;46;0;
202;14;5/6/22;23:5;65;14;148;55;69977;664;5809;23:25;0;0;0;645;34997;645;3:36;61;146;DIZ;61;149;3784;0;4:39;3916;0;4;39;0;
202;14;6/6/22;3:41;1;14;148;55;68866;648;5648;3:57;0;0;0;674;34439;674;4:13;8;103;DIZ;8;107;4224;0;5:16;4400;0;5;17;0;
202;14;6/6/22;4:0;2;14;148;55;69659;660;5713;4:16;0;0;0;664;34833;664;4:32;109;212;DIZ;108;212;4136;0;5:37;4620;0;5;37;0;
202;14;6/6/22;4:19;3;14;148;55;70017;662;5882;4:35;0;0;0;677;35016;677;4:52;213;75;DIZ;213;83;4488;0;5:57;4840;0;5;58;0;
202;14;6/6/22;4:19;3;14;148;55;70017;662;5882;4:35;0;0;0;677;35016;677;4:52;213;75;DIZ;213;83;4488;0;5:57;4840;0;5;58;0;
202;14;6/6/22;4:38;4;14;148;55;69807;660;5725;4:55;0;0;0;720;34910;720;5:13;85;194;DIZ;84;194;4356;44;6:20;4884;0;6;20;0;
202;14;6/6/22;5:18;6;14;148;55;69975;662;5738;5:37;0;0;0;715;34987;715;5:55;65;172;DIZ;64;172;4268;44;6:59;4796;0;7;1;0;
202;14;6/6/22;6:1;8;14;148;55;69914;671;5664;6:19;0;0;0;712;34958;712;6:39;50;158;DIZ;50;158;4796;0;7:45;4796;0;7;45;0;
202;14;6/6/22;6:21;9;14;148;55;70037;678;5674;6:41;0;0;0;699;35026;699;7:0;159;36;DIZ;159;41;4708;0;8:7;5368;0;8;8;0;
202;14;6/6/22;6:44;10;14;148;55;69682;671;5715;7:3;0;0;0;745;34843;745;7:23;43;148;DIZ;42;157;4664;0;8:29;5104;0;8;31;0;
202;14;6/6/22;7:5;11;14;148;55;69730;673;5718;7:26;0;0;0;841;34872;841;7:46;172;36;DIZ;162;38;4576;0;8:53;5104;0;8;54;0;
202;14;6/6/22;7:28;12;14;148;55;69194;684;5605;7:49;0;0;0;831;34603;831;8:9;44;149;DIZ;44;151;4664;0;9:15;4752;0;9;15;0;
202;14;6/6/22;7:51;13;14;148;55;69736;694;5649;8:12;0;0;0;735;34872;735;8:30;153;35;DIZ;152;34;4928;0;9:39;5368;0;9;39;0;
202;14;6/6/22;7:51;13;14;148;55;69736;694;5649;8:12;0;0;0;735;34872;735;8:30;153;35;DIZ;152;34;4928;0;9:39;5368;0;9;39;0;
202;14;6/6/22;8:32;14;14;148;54;70084;691;5747;8:49;7;219;53;610;35045;610;9:2;77;177;DIP;77;177;4004;0;10:7;4444;0;10;6;0;
202;14;6/6/22;8:51;15;14;148;54;69792;684;5724;9:7;7;231;53;639;34901;639;9:21;178;59;DIP;178;59;5324;0;10:30;5324;0;10;29;0;
202;14;6/6/22;8:51;15;14;148;54;69792;684;5724;9:7;7;231;53;639;34901;639;9:21;178;59;DIP;178;59;5324;0;10:30;5324;0;10;29;0;
202;14;6/6/22;9:9;16;14;148;54;69806;680;5725;9:25;6;201;54;613;34910;613;9:45;60;176;DIP;60;176;4664;44;10:51;5148;0;10;51;0;
202;14;6/6/22;9:28;17;14;148;54;69856;686;5659;9:48;7;221;53;639;34929;639;10:7;176;60;DIP;177;60;5456;0;11:14;5412;0;11;14;0;
202;14;6/6/22;9:51;18;14;148;54;69623;674;5710;10:12;6;207;54;609;34814;609;10:31;61;161;DIP;61;170;4444;0;11:32;4840;0;11;34;0;
202;14;6/6/22;10:14;19;14;148;54;69683;693;5715;10:34;7;201;53;574;34843;574;10:51;172;56;DIP;171;56;5412;44;11:57;5500;0;11;57;0;
202;14;6/6/22;10:36;20;14;148;54;69801;706;5654;10:56;6;213;54;587;34901;587;11:14;56;161;DIP;57;171;4664;0;12:16;5060;0;12;18;0;
202;14;6/6/22;10:58;21;14;148;54;69767;706;5652;11:17;7;200;53;577;34891;577;11:35;172;56;DIP;172;56;5456;0;12:43;5456;0;12;43;0;
202;14;6/6/22;10:58;21;14;148;54;69767;706;5652;11:17;7;200;53;577;34891;577;11:35;172;56;DIP;172;56;5456;0;12:43;5456;0;12;43;0;
202;14;6/6/22;11:20;22;14;148;54;69729;692;5649;11:39;7;220;53;602;34872;602;11:58;57;182;DIP;57;182;5104;0;13:6;5544;0;13;6;0;
202;14;6/6/22;11:41;23;14;148;54;70049;692;5675;12:2;6;199;54;592;35026;621;12:21;183;71;DIP;183;71;5544;0;13:30;5544;0;13;29;0;
202;14;6/6/22;11:41;23;14;148;54;70049;692;5675;12:2;6;199;54;592;35026;621;12:21;183;71;DIP;183;71;5544;0;13:30;5544;0;13;29;0;
202;14;6/6/22;12:4;24;14;148;54;69504;698;5700;12:25;6;221;54;585;34756;585;12:46;72;194;DIP;72;194;4972;0;13:52;5412;0;13;52;0;
202;14;6/6/22;12:27;25;14;148;54;69691;688;5715;12:50;6;215;54;572;34853;604;13:9;195;73;DIP;195;73;5192;0;14:14;5192;0;14;14;0;
202;14;6/6/22;12:27;25;14;148;54;69691;688;5715;12:50;6;215;54;572;34853;604;13:9;195;73;DIP;195;73;5192;0;14:14;5192;0;14;14;0;
202;14;6/6/22;12:52;26;14;148;54;69912;695;5594;13:13;6;229;54;517;34958;518;13:31;74;203;DIP;74;203;5280;0;14:38;5720;0;14;38;0;
202;14;6/6/22;13:16;27;14;148;54;69855;689;5659;13:35;6;202;54;582;34929;582;13:55;204;89;DIP;204;89;5500;0;15:1;5500;0;15;1;0;
202;14;6/6/22;13:16;27;14;148;54;69855;689;5659;13:35;6;202;54;582;34929;582;13:55;204;89;DIP;204;89;5500;0;15:1;5500;0;15;1;0;
202;14;6/6/22;13:38;28;14;148;54;69915;702;5664;13:59;7;228;53;550;34958;550;14:18;90;212;DIP;90;212;4972;0;15:23;5412;0;15;23;0;
202;14;6/6/22;14:1;29;14;148;54;70280;705;5764;14:22;6;207;54;520;35141;600;14:40;213;100;DIP;213;100;5588;0;15:46;5588;0;15;46;0;
202;14;6/6/22;14:1;29;14;148;54;70280;705;5764;14:22;6;207;54;520;35141;600;14:40;213;100;DIP;213;100;5588;0;15:46;5588;0;15;46;0;
202;14;6/6/22;14:24;30;14;148;54;69817;699;5726;14:45;6;220;54;503;34910;503;15:4;101;227;DIP;101;227;5148;0;16:7;5588;0;16;7;0;
202;14;6/6/22;14:47;31;14;148;54;69839;716;5657;15:8;6;201;54;478;34920;478;15:27;228;114;DIP;228;114;5544;0;16:29;5544;0;16;28;0;
202;14;6/6/22;14:47;31;14;148;54;69839;716;5657;15:8;6;201;54;478;34920;478;15:27;228;114;DIP;228;114;5544;0;16:29;5544;0;16;28;0;
202;14;6/6/22;15:10;32;14;148;54;69540;709;5703;15:31;6;228;54;483;34776;483;15:49;115;9;DIP;115;9;5456;0;16:51;5896;0;16;51;0;
202;14;6/6/22;15:34;33;14;148;54;69801;710;5724;15:53;6;208;54;480;34901;481;16:12;10;131;DIP;10;131;5368;0;17:11;5368;0;17;11;0;
202;14;6/6/22;15:34;33;14;148;54;69801;710;5724;15:53;6;208;54;480;34901;481;16:12;10;131;DIP;10;131;5368;0;17:11;5368;0;17;11;0;
202;14;6/6/22;15:56;34;14;148;54;69608;711;5708;16:15;6;207;54;503;34805;503;16:32;132;27;DIP;132;27;5500;0;17:34;5940;0;17;34;0;
202;14;6/6/22;16:18;35;14;148;54;69808;711;5725;16:36;7;215;53;537;34910;537;16:55;28;157;DIP;28;157;5676;44;17:56;5676;44;17;55;0;
202;14;6/6/22;16:18;35;14;148;54;69808;711;5725;16:36;7;215;53;537;34910;537;16:55;28;157;DIP;28;157;5676;44;17:56;5676;44;17;55;0;
