TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;16/4/22;22:28;51;14;90;54;65813;719;5397;22:49;0;0;0;564;32911;564;23:10;161;51;DIP;161;52;5720;0;0:17;5676;44;0;17;0;
202;14;16/4/22;22:52;52;14;90;54;66237;715;5432;23:13;0;0;0;581;33123;581;23:34;52;175;DIP;52;175;5456;0;0:40;5456;0;0;40;0;
202;14;16/4/22;23:15;53;14;90;54;66251;719;5433;23:37;0;0;0;573;33132;573;23:57;176;65;DIP;176;65;5632;44;1:3;5632;0;1;3;0;
202;14;17/4/22;0:2;1;14;90;54;66406;720;5379;0:23;0;0;0;600;33209;600;0:43;190;75;DIP;190;75;5500;0;1:50;5456;0;1;49;0;
202;14;17/4/22;0:25;2;14;90;54;66575;719;5393;0:46;0;0;0;619;33296;619;1:6;76;200;DIP;76;200;5500;0;2:13;5500;0;2;12;0;
202;14;17/4/22;0:48;3;14;90;54;66745;719;5474;1:9;0;0;0;643;33373;643;1:29;201;78;DIP;201;79;5148;0;2:35;5104;44;2;35;0;
202;14;17/4/22;1:11;4;14;90;54;66313;710;5372;1:32;0;0;0;605;33161;605;1:51;79;202;DIP;79;202;5456;0;3:0;5456;0;3;0;0;
202;14;17/4/22;1:34;5;14;90;54;66293;710;5437;1:54;0;0;0;596;33152;596;2:14;203;82;DIP;203;82;5236;0;3:24;5192;0;3;24;0;
202;14;17/4/22;1:56;6;14;90;54;67001;710;5495;2:16;0;0;0;574;33507;614;2:37;83;206;DIP;83;206;5456;0;3:49;5456;0;3;49;0;
202;14;17/4/22;2:18;7;14;90;54;66728;704;5472;2:40;0;0;0;620;33373;672;3:2;207;83;DIP;207;83;5104;0;4:12;5060;0;4;12;0;
202;14;17/4/22;2:43;8;14;90;54;66764;703;5475;3:4;0;0;0;573;33382;579;3:25;84;206;DIP;84;206;5412;0;4:37;5412;0;4;37;0;
202;14;17/4/22;3:7;9;14;90;54;66060;686;5351;3:28;0;0;0;539;33036;678;3:50;207;80;DIP;207;80;4972;0;5:0;4928;0;5;0;0;
202;14;17/4/22;3:31;10;14;90;54;67008;692;5495;3:52;0;0;0;550;33507;580;4:13;81;202;DIP;81;202;5368;0;5:25;5368;0;5;25;0;
202;14;17/4/22;3:55;11;14;90;54;65878;693;5403;4:16;0;0;0;613;32940;676;4:37;203;83;DIP;203;83;5280;0;5:49;5236;0;5;48;0;
202;14;17/4/22;4:18;12;14;90;54;66627;699;5464;4:40;0;0;0;659;33315;659;5:1;84;201;DIP;84;201;5148;44;6:12;5148;44;6;12;0;
202;14;17/4/22;4:42;13;14;90;54;65634;690;5382;5:4;0;0;0;664;32825;664;5:25;201;80;DIP;201;80;5236;0;6:36;5192;0;6;35;0;
202;14;17/4/22;5:6;14;14;90;54;66567;687;5459;5:28;0;0;0;683;33286;683;5:49;81;195;DIP;81;195;5016;44;6:58;5016;44;6;57;0;
