HORA;Tª HORNO CALIENTE;CANAL DE AIRE;Tª HORNO FRIO;INFR. SX;INFR. DX;
0:00:01;124;163,3;86;737;784;
0:01:01;124;163,5;86;729;773;
0:02:01;124;163,5;86;733;781;
0:03:01;124;163,3;86;736;825;
0:04:01;124;163,1;86;733;788;
0:05:01;124;163,4;86;727;816;
0:06:01;124;164;86;742;801;
0:07:01;125;163,8;86;732;812;
0:08:01;125;163;86;735;805;
0:09:01;124;162;86;725;839;
0:10:01;124;161,3;86;730;754;
0:11:01;124;160,9;86;735;759;
0:12:01;124;161,1;86;728;823;
0:13:02;124;161,6;86;729;775;
0:14:01;124;162;86;730;760;
0:15:01;124;162,3;86;736;844;
0:16:01;124;162,4;86;735;782;
0:17:01;124;162,4;86;740;760;
0:18:01;124;162,5;86;730;775;
0:19:01;124;162,3;86;734;830;
0:20:01;124;162;86;724;780;
0:21:01;124;161,9;86;734;830;
0:22:01;124;162;86;729;762;
0:23:01;124;162,1;86;717;766;
0:24:01;124;162,1;86;724;773;
0:25:01;124;162;86;722;749;
0:26:01;124;161,9;86;729;750;
0:27:01;124;161,7;86;726;744;
0:28:01;124;161,7;86;735;745;
0:29:01;124;162;86;734;755;
0:30:01;124;163,2;86;717;791;
0:31:01;124;164,4;86;719;765;
0:32:01;124;164,7;86;725;767;
0:33:01;124;164,2;86;723;788;
0:34:01;124;163,8;86;724;770;
0:35:01;124;163,4;86;730;810;
0:36:01;124;163,2;86;722;759;
0:37:01;124;163,2;86;725;780;
0:38:01;124;163,3;86;725;842;
0:39:01;124;163,2;86;722;775;
0:40:01;124;162,9;86;732;779;
0:41:01;124;161,7;86;727;832;
0:42:01;124;158;86;731;734;
0:43:01;123;154,4;86;708;752;
0:44:01;123;153,5;86;730;795;
0:45:01;122;153,9;86;731;770;
0:46:01;122;154,8;86;734;767;
0:47:01;122;155,8;86;727;773;
0:48:01;122;156,1;86;725;812;
0:49:01;122;155,8;86;741;775;
0:50:01;122;155,1;86;735;788;
0:51:01;122;154,4;86;729;761;
0:52:01;122;155,7;86;738;794;
0:53:01;123;159,2;86;740;825;
0:54:01;123;160,4;86;745;791;
0:55:01;123;160,7;86;731;836;
0:56:01;123;161,2;86;727;775;
0:57:01;123;162,2;86;734;771;
0:58:01;124;163,3;86;737;778;
0:59:01;124;163,8;86;736;758;
1:00:01;124;163;86;739;633;
1:01:01;124;161,7;86;740;639;
1:02:01;123;161,1;86;744;634;
1:03:01;123;161,5;86;739;640;
1:04:01;124;162;86;727;706;
1:05:01;124;162,4;86;732;641;
1:06:01;124;162,9;86;737;637;
1:07:01;124;163,2;86;740;635;
1:08:01;123;163,5;86;735;639;
