HORA;Tª HORNO CALIENTE;CANAL DE AIRE;Tª HORNO FRIO;INFR. SX;INFR. DX;
0:00:01;123;149,4;114;740;925;
0:01:01;123;150;114;718;902;
0:02:01;124;148,9;115;690;872;
0:03:01;124;145,5;116;783;937;
0:04:01;124;141,5;114;776;929;
0:05:01;124;137,9;113;755;901;
0:06:01;123;135;112;769;928;
0:07:01;123;133,2;111;465;616;
0:08:01;124;132,5;111;456;605;
0:09:01;124;131,8;112;763;896;
0:10:01;124;130,9;110;784;921;
0:11:01;124;129,9;108;770;914;
0:12:01;123;129,2;106;775;915;
0:13:01;123;129,1;104;783;927;
0:14:01;122;131,2;103;768;922;
0:15:01;122;135,9;104;777;719;
0:16:01;121;141,3;106;784;727;
0:17:01;121;146;108;770;917;
0:18:01;120;151,3;110;739;884;
0:19:01;120;166,4;113;687;890;
0:20:01;122;177,9;116;689;895;
0:21:01;123;183,9;118;671;885;
0:22:01;124;185,8;119;750;913;
0:23:01;125;184,6;120;754;923;
0:24:01;127;180,7;120;758;928;
0:25:01;128;173,7;119;775;935;
0:26:01;128;164,3;117;775;933;
0:27:01;127;155;115;786;936;
0:28:01;126;147,1;113;788;944;
0:29:01;124;142;111;783;937;
0:30:01;123;142,5;111;776;944;
0:31:01;122;145,6;112;775;740;
0:32:01;121;148,9;112;772;743;
0:33:01;121;151,9;113;772;745;
0:34:01;121;164,4;115;772;745;
0:35:01;123;174,7;118;773;895;
0:36:01;124;179;119;776;940;
0:37:01;126;179,1;119;776;947;
0:38:01;127;176,3;119;776;944;
0:39:01;127;170,8;118;776;947;
0:40:01;127;162,3;117;780;939;
0:41:01;126;153,7;116;782;941;
0:42:01;126;146,4;114;779;948;
0:43:01;124;141,5;113;780;948;
0:44:01;123;141,3;112;774;945;
0:45:01;123;144,3;113;776;939;
0:46:01;122;147,7;113;775;935;
0:47:02;122;150,7;113;776;940;
0:48:01;121;152,8;114;770;937;
0:49:01;121;154,1;114;779;939;
0:50:01;121;154,7;115;780;949;
0:51:01;122;155,1;115;784;947;
0:52:01;123;155,6;115;783;954;
0:53:01;123;156,1;115;783;951;
0:54:01;124;156,3;115;778;950;
0:55:01;124;156,1;115;782;941;
0:56:01;124;155,2;115;777;945;
0:57:01;124;154;115;775;941;
0:58:01;124;152,9;115;776;940;
0:59:01;123;152,8;115;776;941;
1:00:01;123;153,2;115;779;902;
1:01:01;123;153,6;115;775;933;
1:02:01;123;153,8;115;773;940;
1:03:01;123;153,8;114;783;948;
1:04:01;123;153,7;114;784;945;
1:05:01;123;153,6;114;782;944;
1:06:01;123;153,8;114;780;950;
1:07:01;123;154,1;114;782;937;
1:08:01;123;154,5;114;780;944;
1:09:01;124;154,6;114;779;935;
1:10:01;124;153,6;114;778;941;
1:11:01;124;151;114;771;932;
1:12:01;124;147,7;114;769;936;
1:13:01;123;145,8;113;771;936;
1:14:01;123;146,3;113;772;934;
1:15:01;122;148,3;113;773;932;
1:16:01;122;150,6;114;775;940;
1:17:01;122;152,7;114;772;943;
1:18:01;122;154;115;775;934;
1:19:01;122;154,8;115;773;935;
1:20:01;122;155,1;115;765;937;
1:21:01;122;155,4;114;769;726;
1:22:01;123;155,8;114;773;935;
1:23:01;123;156,4;114;774;946;
1:24:01;123;156,9;114;775;943;
1:25:01;124;157,1;115;776;936;
1:26:01;124;157;115;773;934;
1:27:01;124;156,5;115;775;936;
1:28:01;124;155,3;115;775;935;
1:29:01;124;153,3;115;771;924;
1:30:01;124;150,3;114;770;943;
1:31:01;124;147,7;114;778;936;
1:32:01;123;147,1;113;776;943;
1:33:01;123;148,4;113;775;943;
1:34:01;122;150,2;114;775;939;
1:35:01;122;152;114;770;935;
1:36:01;122;153,4;114;768;930;
1:37:01;122;154,3;114;765;720;
1:38:01;122;154,9;114;765;719;
1:39:01;122;155,6;114;760;720;
1:40:01;122;156,3;114;762;928;
1:41:01;123;156,8;114;766;929;
1:42:01;123;157,1;114;765;904;
1:43:01;123;157,1;114;770;928;
1:44:01;124;156,8;115;770;932;
1:45:01;124;156,4;115;777;934;
1:46:01;124;156;115;772;932;
1:47:01;124;155,2;115;774;932;
1:48:01;124;153,5;115;773;937;
1:49:01;124;151,1;114;775;928;
1:50:01;124;148,9;114;773;935;
1:51:01;123;148,3;113;776;930;
1:52:01;122;149;113;776;935;
1:53:01;122;150,5;114;772;930;
1:54:01;122;152,1;114;775;936;
1:55:01;122;153,6;114;775;727;
1:56:01;122;154,9;114;771;723;
1:57:01;122;155,9;114;767;736;
1:58:01;122;156,5;114;770;730;
1:59:01;123;156,7;114;766;885;
2:00:01;123;156,6;114;770;924;
2:01:01;123;156,4;114;769;928;
2:02:01;123;156,2;115;770;929;
2:03:01;124;156,3;115;769;931;
2:04:01;124;156,3;115;771;928;
2:05:01;124;155,7;115;770;934;
2:06:01;124;154,1;114;770;935;
2:07:01;124;151,9;114;773;938;
2:08:01;124;149,8;114;770;932;
2:09:01;123;149,3;113;774;935;
2:10:01;122;150,5;113;777;930;
2:11:01;122;152,2;114;780;915;
2:12:01;122;153,8;113;796;899;
2:13:01;121;154,8;112;802;884;
2:14:01;121;155,4;111;801;680;
2:15:01;121;155,5;110;798;673;
2:16:02;122;155,5;110;794;670;
2:17:01;122;155,7;110;793;856;
2:18:01;122;156,1;110;799;855;
2:19:01;122;156,4;110;801;846;
2:20:01;122;156,6;110;791;842;
2:21:01;123;156,7;110;788;842;
2:22:01;123;156,7;110;787;840;
2:23:01;123;156,8;110;781;840;
2:24:01;124;156,9;110;795;820;
2:25:01;124;156,9;110;805;841;
2:26:01;124;157;110;805;841;
2:27:01;124;157;110;804;835;
2:28:01;123;156,8;110;806;836;
2:29:01;122;156,4;110;805;837;
2:30:01;122;159,7;110;798;840;
2:31:01;123;168,6;110;795;828;
2:32:01;124;173,5;110;790;653;
2:33:01;125;174,5;110;784;647;
2:34:01;125;173,4;110;786;645;
2:35:01;126;170,9;110;796;817;
2:36:01;126;167,6;110;795;835;
2:37:01;126;163,6;110;805;830;
2:38:01;125;157,5;110;793;834;
2:39:01;124;152,3;110;785;841;
2:40:01;124;150,5;110;791;812;
2:41:01;123;150,7;110;796;764;
2:42:01;123;151,5;110;809;830;
2:43:01;122;152,5;110;805;835;
2:44:01;122;153,5;110;800;833;
2:45:01;122;154,2;110;798;840;
2:46:01;121;154,7;110;802;838;
2:47:01;121;157;110;811;843;
2:48:01;122;167,3;110;813;840;
2:49:01;123;173,2;110;802;838;
2:50:01;124;174,6;110;798;659;
2:51:01;125;173,4;110;797;650;
2:52:01;125;170,8;110;785;650;
2:53:01;126;166,7;110;795;795;
2:54:02;125;159,9;110;801;837;
2:55:01;124;152,9;109;793;838;
2:56:01;124;149,6;110;797;843;
2:57:01;123;149,3;110;793;849;
2:58:01;123;150,3;110;801;847;
2:59:01;123;151,4;110;808;843;
3:00:01;122;152,5;110;814;841;
3:01:01;122;153,2;110;813;840;
3:02:01;122;153,6;110;810;830;
3:03:01;122;154,2;110;805;840;
3:04:01;122;154,9;110;812;838;
3:05:01;121;155,5;110;812;838;
3:06:01;121;156,8;110;813;815;
3:07:01;122;165,6;110;812;839;
3:08:01;124;170,8;110;810;645;
3:09:01;124;171,7;110;790;643;
3:10:01;125;170,6;110;794;638;
3:11:02;125;168,6;110;805;825;
3:12:01;125;164,9;110;795;821;
3:13:01;125;158,4;109;795;826;
3:14:01;124;152,5;110;790;837;
3:15:01;123;150,3;110;796;840;
3:16:01;123;150,3;110;796;840;
3:17:01;123;151,2;110;798;831;
3:18:01;123;152,4;110;800;846;
3:19:01;122;153,4;110;803;843;
3:20:01;122;154;110;803;785;
3:21:01;122;154,5;110;799;845;
3:22:01;122;154,7;110;802;810;
3:23:01;121;155;110;799;774;
3:24:01;121;155,3;110;802;824;
3:25:01;121;161,4;110;798;831;
3:26:01;123;169;110;790;645;
3:27:01;124;171,6;110;785;637;
3:28:01;124;171;110;779;635;
3:29:01;125;169;110;778;830;
3:30:01;125;166,3;110;784;829;
3:31:01;125;161,6;110;787;828;
3:32:01;124;155;110;785;831;
3:33:01;124;150,4;110;795;830;
3:34:01;123;149,1;110;795;831;
3:35:01;123;149,4;110;784;805;
3:36:01;123;150,3;110;779;827;
3:37:01;122;151,5;110;778;836;
3:38:01;122;152,9;110;802;841;
3:39:01;122;154,1;110;802;821;
3:40:01;122;155;110;805;836;
3:41:01;121;155,5;110;792;834;
3:42:01;121;156,9;110;805;834;
3:43:01;122;165,5;110;796;834;
3:44:01;123;170,6;110;795;824;
3:45:01;124;171,8;110;782;637;
3:46:01;124;170,7;110;779;633;
3:47:01;125;168,5;110;780;638;
3:48:01;125;164,8;110;788;795;
3:49:01;125;158,3;109;787;826;
3:50:01;124;152,4;109;790;827;
3:51:01;123;150,1;110;794;832;
3:52:01;123;150,2;110;798;832;
3:53:01;123;151,3;110;792;841;
3:54:01;122;152,7;110;798;837;
3:55:01;122;153,8;110;803;827;
3:56:01;122;154,4;110;809;834;
3:57:01;122;154,7;110;812;837;
3:58:01;122;154,9;110;809;835;
3:59:01;122;155,1;110;805;835;
4:00:01;121;155,5;110;808;835;
4:01:01;121;156,3;110;793;831;
4:02:01;122;164,1;110;795;835;
4:03:01;123;169,2;110;785;651;
4:04:01;124;170,5;110;790;646;
4:05:01;124;169,7;110;790;644;
4:06:01;125;167,8;110;795;817;
4:07:01;125;165,6;110;792;826;
4:08:01;125;162,7;110;782;826;
4:09:01;124;157,5;110;795;829;
4:10:01;124;152,9;110;786;833;
4:11:01;123;151,2;110;787;844;
4:12:01;123;151,1;110;780;845;
4:13:01;123;151,8;110;784;834;
4:14:01;122;152,7;110;790;835;
4:15:01;122;153,5;110;790;830;
4:16:01;122;154;110;789;834;
4:17:01;122;154,4;110;794;813;
4:18:01;121;154,7;110;791;840;
4:19:01;121;158,1;110;786;832;
4:20:01;122;165,7;110;787;837;
4:21:01;123;169,8;110;776;638;
4:22:01;124;170,6;110;778;635;
4:23:01;124;169,5;110;775;623;
4:24:01;125;167,4;110;780;815;
4:25:01;125;163,9;110;785;810;
4:26:01;124;157,6;109;775;813;
4:27:01;124;152,1;109;780;825;
4:28:01;123;150,4;110;781;815;
4:29:01;123;150,6;110;774;832;
4:30:01;123;151,5;110;784;819;
4:31:01;122;152,5;111;794;835;
4:32:01;122;153,2;110;793;829;
4:33:01;122;153,6;110;795;827;
4:34:01;122;153,9;110;783;822;
4:35:01;121;154,2;110;801;830;
4:36:01;121;154,6;110;800;825;
4:37:01;121;161,2;110;796;825;
4:38:01;122;168,7;110;803;820;
4:39:01;123;171,6;110;793;634;
4:40:01;124;171,3;110;781;634;
4:41:01;125;169,3;110;780;634;
4:42:01;125;166,3;110;783;826;
4:43:01;125;161,9;110;790;820;
4:44:01;124;155,4;109;777;830;
4:45:01;123;150,8;110;783;841;
4:46:01;123;149,7;110;789;810;
4:47:01;123;150,2;110;785;830;
4:48:01;122;151,3;110;796;825;
4:49:01;122;152,5;111;797;841;
4:50:01;122;153,5;110;799;823;
4:51:01;122;154,3;110;797;833;
4:52:01;122;155;110;806;832;
4:53:01;122;155,5;110;798;840;
4:54:01;121;156;110;790;837;
4:55:01;121;156,7;110;790;836;
4:56:01;122;164,7;110;783;830;
4:57:01;123;170,2;110;788;820;
4:58:01;124;171,5;110;775;639;
4:59:01;124;170,7;110;770;645;
5:00:01;124;168,7;110;770;825;
5:01:01;124;166,5;110;784;825;
5:02:01;125;164,4;110;790;827;
5:03:01;124;162,6;110;784;823;
5:04:01;124;159,5;110;785;821;
5:05:01;124;155,4;110;787;830;
5:06:01;123;152,3;110;786;835;
5:07:01;123;151,2;110;786;827;
5:08:01;122;151,1;110;785;832;
5:09:01;122;151,8;110;787;836;
5:10:01;122;152,9;110;789;829;
5:11:01;121;154,1;110;780;837;
5:12:01;121;155,3;110;789;814;
5:13:01;121;163,3;110;781;835;
5:14:01;122;169,8;111;791;826;
5:15:02;123;172,2;110;785;639;
5:16:01;123;172,1;110;790;633;
5:17:01;124;170,8;110;772;631;
5:18:01;124;168,8;110;769;638;
5:19:01;125;166,3;110;775;820;
5:20:01;125;163;110;770;824;
5:21:01;124;157,5;110;778;835;
5:22:01;123;152,7;110;777;837;
5:23:01;123;151,1;110;781;839;
5:24:01;122;151,3;110;784;844;
5:25:01;122;152,3;110;795;833;
5:26:01;122;153,4;110;793;837;
5:27:01;122;154,4;110;787;840;
5:28:01;122;155;110;799;830;
5:29:01;121;155,4;110;789;818;
5:30:01;121;155,8;110;794;822;
5:31:01;121;163,3;110;788;832;
5:32:01;122;169,6;110;780;820;
5:33:01;123;172,1;110;784;829;
5:34:01;124;172,1;110;782;640;
5:35:01;124;170,6;110;776;630;
5:36:01;125;168,2;110;772;637;
5:37:01;125;165,4;110;779;819;
5:38:01;125;160,1;110;784;817;
5:39:01;124;154,2;109;773;825;
5:40:01;123;151,2;110;777;827;
5:41:01;123;150,7;110;772;832;
5:42:01;123;151,3;110;789;838;
5:43:01;122;152,2;110;786;837;
5:44:01;122;153,1;110;788;724;
5:45:01;122;153,8;110;791;830;
5:46:01;122;154,4;110;790;835;
5:47:01;122;155,1;110;789;830;
5:48:01;122;155,6;110;787;835;
5:49:02;121;156,1;110;798;830;
5:50:01;121;156,5;110;791;837;
5:51:01;122;163,6;110;781;833;
5:52:01;123;169;110;778;635;
5:53:01;124;170,5;110;780;640;
5:54:01;124;169,9;110;773;642;
5:55:01;125;168,1;110;775;825;
5:56:01;125;165,6;110;780;823;
5:57:01;125;161,7;110;776;819;
5:58:01;124;156,7;110;783;816;
