TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;28/4/22;7:30;25;14;115;54;61226;638;4960;7:46;0;0;0;822;30615;822;8:3;189;62;DIP;189;62;4972;0;8:55;4884;0;8;55;0;
202;14;28/4/22;7:48;26;14;115;54;61182;653;4956;8:5;0;0;0;774;30596;774;8:20;63;35;DIP;63;37;5808;88;10:45;6424;88;10;46;0;
202;14;28/4/22;9:48;27;14;115;55;67469;704;5466;10:4;0;0;0;1077;33738;1077;10:37;236;95;DIZ;236;95;4356;0;11:41;4268;0;11;40;0;
202;14;28/4/22;10:6;28;14;115;55;66609;709;5396;10:40;0;0;0;933;33305;933;10:58;96;206;DIZ;96;206;4884;0;12:1;4884;0;12;1;0;
202;14;28/4/22;10:42;29;14;115;55;66822;718;5413;11:0;0;0;0;886;33411;886;11:18;207;82;DIZ;207;82;5060;0;12:21;4972;0;12;21;0;
202;14;28/4/22;11:2;30;14;115;55;67346;709;5456;11:21;0;0;0;847;33680;847;11:39;83;203;DIZ;83;203;5324;0;12:42;5324;0;12;42;0;
202;14;28/4/22;11:23;31;14;115;55;67143;711;5439;11:43;0;0;0;791;33575;843;12:1;204;82;DIZ;204;82;5192;0;13:14;5104;0;13;14;0;
202;14;28/4/22;11:45;32;14;115;55;66941;704;5423;12:4;0;0;0;765;33478;824;12:22;83;206;DIZ;83;206;5456;0;13:36;5456;0;13;36;0;
202;14;28/4/22;12:6;33;14;115;55;67142;701;5439;12:25;0;0;0;748;33575;864;12:44;207;103;DIZ;207;117;5984;0;14:5;6512;0;14;7;0;
202;14;28/4/22;12:27;34;14;115;55;66918;692;5421;12:46;0;0;0;795;33459;795;15:4;43;134;DIZ;42;134;4048;0;16:2;4092;0;16;2;0;
202;14;28/4/22;12:48;35;14;115;55;64706;704;5242;15:7;0;0;0;660;32354;738;15:21;135;7;DIZ;135;7;4928;0;16:21;4928;0;16;21;0;
202;14;28/4/22;15:9;36;14;115;55;66576;682;5327;15:25;0;0;0;630;33296;795;15:40;8;123;DIZ;8;123;5104;0;16:42;5016;0;16;42;0;
202;14;28/4/22;15:27;37;14;115;55;66894;696;5419;15:43;0;0;0;663;33450;791;16:1;124;5;DIZ;124;5;5324;0;17:3;5324;0;17;3;0;
202;14;28/4/22;15:45;38;14;115;55;66316;708;5372;16:4;0;0;0;632;33161;825;16:22;6;124;DIZ;6;124;5236;0;17:24;5148;0;17;24;0;
202;14;28/4/22;16:6;39;14;115;55;67827;697;5495;16:25;0;0;0;628;33920;772;16:43;125;12;DIZ;125;12;5588;0;17:46;5588;0;17;46;0;
202;14;28/4/22;16:27;40;14;115;55;67026;690;5430;16:46;0;0;0;640;33517;887;17:5;13;133;DIZ;13;133;5324;0;18:8;5236;0;18;7;0;
202;14;28/4/22;16:48;41;14;115;55;67666;703;5481;17:8;0;0;0;631;33834;816;17:26;134;18;DIZ;134;18;5456;0;18:29;5456;0;18;29;0;
202;14;28/4/22;17:10;42;14;115;55;66977;708;5426;17:30;0;0;0;653;33488;816;17:48;19;142;DIZ;19;142;5456;0;18:52;5368;0;18;52;0;
202;14;28/4/22;17:32;43;14;115;55;67199;705;5444;17:51;0;0;0;805;33603;815;18:10;143;27;DIZ;143;27;5456;0;19:15;5456;0;19;15;0;
202;14;28/4/22;17:54;44;14;115;55;67163;713;5441;18:13;0;0;0;770;33584;843;18:32;28;154;DIZ;28;154;5588;0;19:38;5500;0;19;38;0;
202;14;28/4/22;18:15;45;14;115;55;67011;710;5428;18:35;0;0;0;693;33507;907;18:55;155;37;DIZ;155;37;5368;0;20:1;5280;0;20;1;0;
202;14;28/4/22;18:38;46;14;115;55;66575;707;5393;18:58;0;0;0;691;33296;880;19:18;38;161;DIZ;38;161;5412;44;20:24;5412;44;20;23;0;
202;14;28/4/22;19:0;47;14;115;55;67028;718;5497;19:21;0;0;0;745;33517;856;19:40;161;47;DIZ;161;47;5544;0;20:47;5456;0;20;47;0;
202;14;28/4/22;19:24;48;14;115;55;67495;696;5468;19:44;0;0;0;705;33747;898;20:4;48;169;DIZ;48;169;5368;0;21:9;5368;0;21;9;0;
202;14;28/4/22;19:46;49;14;115;55;67814;704;5493;20:7;0;0;0;734;33911;855;20:26;170;54;DIZ;170;54;5456;0;21:32;5368;0;21;32;0;
202;14;28/4/22;20:9;50;14;115;55;67286;702;5451;20:30;0;0;0;686;33651;896;20:49;55;176;DIZ;55;176;5368;0;21:54;5368;0;21;54;0;
202;14;28/4/22;20:32;51;14;115;55;67089;709;5435;20:52;0;0;0;693;33546;855;21:11;177;59;DIZ;177;59;5368;0;22:17;5280;0;22;17;0;
202;14;28/4/22;20:54;52;14;115;55;67152;696;5440;21:15;0;0;0;688;33584;872;21:34;60;184;DIZ;60;184;5500;0;22:39;5500;0;22;39;0;
202;14;28/4/22;21:17;53;14;115;55;67096;702;5435;21:37;0;0;0;643;33555;886;21:57;185;64;DIZ;185;64;5236;0;23:0;5148;0;23;0;0;
202;14;28/4/22;21:39;54;14;115;55;66663;704;5400;22:0;0;0;0;634;33334;832;22:19;65;188;DIZ;65;188;5456;0;23:22;5456;0;23;22;0;
202;14;28/4/22;22:2;55;14;115;55;67276;699;5450;22:22;0;0;0;643;33642;817;22:41;189;67;DIZ;189;67;5192;0;23:43;5104;0;23;43;0;
202;14;28/4/22;22:24;56;14;115;55;66879;695;5418;22:44;0;0;0;674;33440;799;23:2;68;191;DIZ;68;191;5456;0;0:5;5456;0;0;4;0;
