TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;3/6/22;0:35;1;14;148;99;65677;524;0;0:44;51;1713;9;752;27370;800;1:12;110;177;ORIGINE HC;110;183;2552;440;2:7;3256;0;2;8;0;
202;14;3/6/22;0:46;2;14;148;99;65769;513;0;1:14;51;1714;9;972;27410;972;1:33;228;62;ORIGINE HC;228;65;3256;0;2:28;3344;0;2;29;0;
202;14;3/6/22;1:16;3;14;148;99;65476;523;0;1:35;50;1705;10;745;27290;800;1:51;93;164;ORIGINE HC;92;167;3036;132;2:48;3344;0;2;48;44;
202;14;3/6/22;1:37;4;14;148;99;65550;521;0;1:53;50;1711;10;746;27320;800;2:9;189;21;ORIGINE HC;189;26;3168;0;3:4;3344;0;3;5;0;
202;14;3/6/22;1:55;5;14;148;99;65248;516;0;2:11;33;1048;27;742;27190;800;2:27;53;124;ORIGINE HC;53;128;3168;0;3:23;3344;0;3;24;44;
202;14;3/6/22;1:55;5;14;148;99;65248;516;0;2:11;33;1048;27;742;27190;800;2:27;53;124;ORIGINE HC;53;128;3168;0;3:23;3344;0;3;24;44;
202;14;3/6/22;2:13;6;14;148;99;65618;533;0;2:29;33;1056;27;747;27350;800;2:46;153;229;ORIGINE HC;153;232;2904;440;3:42;3520;0;3;42;0;
202;14;3/6/22;2:32;7;14;148;99;65819;521;0;2:47;32;1057;28;749;27430;800;3:4;15;88;ORIGINE HC;15;92;3256;0;3:59;3432;0;4;0;0;
202;14;3/6/22;2:32;7;14;148;99;65819;521;0;2:47;32;1057;28;749;27430;800;3:4;15;88;ORIGINE HC;15;92;3256;0;3:59;3432;0;4;0;0;
202;14;3/6/22;2:50;8;14;148;99;66048;514;0;3:6;32;1059;28;752;27530;800;3:22;115;189;ORIGINE HC;114;191;2816;440;4:18;3432;0;4;18;0;
