TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;14;9/5/22;22:31;56;14;136;69;67839;673;0;22:48;0;0;0;1029;31390;1029;23:7;173;47;OIA;173;77;5016;0;23:55;6248;0;23;59;0;
202;14;9/5/22;22:50;57;14;136;69;69040;679;0;23:9;0;0;0;1740;31950;1740;23:40;179;51;OIA;179;81;4928;0;0:28;6160;0;0;32;0;
202;14;9/5/22;22:50;57;14;136;69;69040;679;0;23:9;0;0;0;1740;31950;1740;23:40;179;51;OIA;179;81;4928;0;0:28;6160;0;0;32;0;
202;14;9/5/22;23:12;58;14;136;69;68290;680;0;23:42;0;0;0;1722;31600;1722;0:13;182;170;OIA;0;0;10032;0;1:18;0;0;0;0;0;
202;14;9/5/22;23:12;58;14;136;69;68290;680;0;23:42;0;0;0;1722;31600;1722;0:13;182;170;OIA;0;0;10032;0;1:18;0;0;0;0;0;
202;14;10/5/22;7:44;1;14;138;69;70262;694;0;7:56;0;0;0;1125;32510;1125;8:17;234;153;OIA;19;79;6864;44;9:13;2508;0;9;3;0;
202;14;10/5/22;7:58;2;14;138;69;68910;731;0;8:22;0;0;0;1041;31890;1041;8:41;153;42;OIA;154;56;5676;0;9:31;6116;44;9;32;0;
202;14;10/5/22;8:24;3;14;138;69;69234;659;0;8:44;0;0;0;868;32040;868;9:1;58;185;OIA;56;186;5632;0;9:50;5764;0;9;50;0;
202;14;10/5/22;8:46;4;14;138;69;69601;665;0;9:3;0;0;0;888;32210;888;9:20;199;83;OIA;200;88;5456;0;10:8;5544;0;10;9;0;
202;14;10/5/22;9:5;5;14;138;69;69331;664;0;9:22;0;0;0;901;32080;901;9:39;105;228;OIA;105;228;5456;0;10:28;5456;0;10;28;0;
