HORA;Tª HORNO CALIENTE;CANAL DE AIRE;Tª HORNO FRIO;INFR. SX;INFR. DX;
0:00:01;122;172,1;75;695;700;
0:01:01;123;169,6;75;704;702;
0:02:01;122;167,2;75;700;701;
0:03:01;121;165,6;75;700;704;
0:04:01;121;165,1;75;700;700;
0:05:01;120;165,6;75;710;710;
0:06:01;120;166,8;75;710;704;
0:07:01;120;168,6;75;412;400;
0:08:01;120;170,6;75;705;701;
0:09:01;120;172,3;75;700;703;
0:10:01;121;173,2;75;707;701;
0:11:01;121;173,5;75;705;700;
0:12:01;122;172,8;75;708;702;
0:13:01;122;171,5;75;712;707;
0:14:01;122;170,1;75;714;705;
0:15:01;122;169;75;720;709;
0:16:01;122;168;75;416;402;
0:17:01;121;167,4;75;720;709;
0:18:01;121;167,3;75;729;715;
0:19:01;121;167,4;75;732;724;
0:20:01;121;167,5;75;734;723;
0:21:01;121;168;75;733;728;
0:22:01;121;168,6;75;734;720;
0:23:01;121;169,3;75;735;721;
0:24:01;121;169,7;75;734;723;
0:25:01;121;169,4;75;755;743;
0:26:01;121;168,6;75;750;738;
0:27:01;121;167,9;75;726;725;
0:28:01;121;167,5;75;724;724;
0:29:01;121;167,4;75;724;719;
0:30:01;121;167,4;75;696;719;
0:31:01;121;167,5;75;723;722;
0:32:01;121;167,6;75;726;728;
0:33:01;121;167,5;75;732;729;
0:34:01;121;167,5;75;732;721;
0:35:01;121;167,8;75;736;730;
0:36:01;121;168,3;75;736;728;
0:37:01;121;168,5;75;745;738;
0:38:01;121;168,4;75;724;723;
0:39:01;121;167,9;75;734;721;
0:40:01;121;167,1;75;730;724;
0:41:01;121;166,6;75;735;723;
0:42:01;121;166,5;75;735;725;
0:43:01;121;167,1;75;734;721;
0:44:01;121;167,5;75;733;718;
0:45:01;121;167,7;75;733;722;
0:46:01;121;167,4;75;736;723;
0:47:01;121;166,9;75;740;729;
0:48:01;121;166,2;75;742;729;
0:49:01;121;165,2;75;743;725;
0:50:01;121;164,1;75;740;724;
0:51:01;120;163,1;75;740;725;
0:52:01;120;162,7;75;735;716;
0:53:01;120;162,8;75;738;723;
0:54:01;120;162,9;75;739;725;
0:55:01;120;163;75;741;727;
0:56:01;119;163,2;75;736;724;
0:57:01;119;163,6;75;740;729;
0:58:01;120;164;75;737;725;
0:59:01;120;164,2;75;745;726;
1:00:01;119;164,1;75;742;729;
1:01:01;119;164,3;75;739;729;
1:02:01;119;164,8;75;708;719;
1:03:01;118;165,9;75;644;726;
1:04:01;118;168;75;616;724;
1:05:01;118;170,9;75;665;730;
1:06:01;119;173,8;75;695;728;
1:07:01;120;176,1;75;719;730;
1:08:01;120;177,4;75;729;724;
1:09:01;121;177,8;75;735;730;
1:10:01;122;177,4;75;730;728;
1:11:01;122;176,5;75;729;725;
1:12:01;122;175,6;75;715;720;
1:13:01;122;174,6;75;720;721;
1:14:01;122;173,6;75;740;725;
1:15:01;122;172,9;75;739;724;
1:16:01;121;172,7;75;735;725;
1:17:01;121;173;75;732;719;
1:18:01;121;173,7;75;736;719;
1:19:01;121;174,3;75;741;724;
1:20:01;122;174,9;75;741;725;
1:21:01;122;175,2;75;744;729;
1:22:01;122;175;75;747;730;
1:23:01;122;174,5;75;761;747;
1:24:01;122;173,7;75;760;750;
1:25:01;122;173;75;748;736;
1:26:01;122;172,3;75;744;742;
1:27:01;123;171,5;75;751;749;
1:28:01;122;170,4;75;756;751;
1:29:01;122;169,6;75;755;747;
1:30:01;122;169;75;760;758;
1:31:01;122;168,8;75;763;761;
1:32:01;122;169;75;762;753;
1:33:01;122;169,4;75;769;761;
1:34:01;121;169,8;75;773;762;
1:35:01;121;170,4;75;770;759;
1:36:01;121;171;75;765;747;
1:37:01;121;171,4;75;765;753;
1:38:01;122;171,4;75;768;758;
1:39:01;122;171,2;75;768;761;
1:40:01;122;170,9;75;770;760;
1:41:01;122;170,5;75;769;759;
1:42:01;121;169,8;75;772;761;
1:43:01;121;169,1;75;775;760;
1:44:01;121;168,6;75;771;760;
1:45:01;121;168,6;75;772;764;
1:46:01;121;169;75;777;763;
1:47:01;121;169,5;75;771;760;
1:48:01;121;169,6;75;770;766;
1:49:01;121;169,4;75;772;767;
1:50:01;121;169;75;765;759;
1:51:01;121;168,6;75;766;760;
1:52:01;121;168,6;75;771;761;
1:53:01;121;168,7;75;767;765;
1:54:01;121;168,9;75;765;758;
1:55:01;122;168,9;75;760;758;
