TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;15;22/1/22;22:39;60;15;28;39;61209;387;3122;22:58;74;1129;16;421;30613;460;23:15;0;0;DIT;0;0;6644;65492;0:10;6644;0;0;10;0;0;
202;15;22/1/22;23:0;61;15;28;39;61176;387;3121;23:18;69;1130;21;484;30593;580;23:36;0;0;DIT;0;0;6248;0;0:30;6248;0;0;30;0;0;
202;15;22/1/22;23:20;62;15;28;39;60793;387;3162;23:39;80;1122;10;499;30402;564;23:57;0;0;DIT;0;0;6380;0;0:51;6380;0;0;51;0;0;
202;15;23/1/22;0:1;1;15;28;39;60429;393;3203;0:20;79;1114;10;472;30221;472;0:38;0;0;DIT;0;0;6600;0;1:36;6600;0;1;36;0;0;
202;15;23/1/22;0:1;1;15;28;39;60429;393;3203;0:20;79;1114;10;472;30221;472;0:38;0;0;DIT;0;0;6600;0;1:36;6600;0;1;36;0;0;
202;15;23/1/22;0:22;2;15;28;39;61079;387;3238;0:41;78;1127;12;452;30543;523;1:0;0;0;DIT;0;0;6336;0;1:57;6292;0;1;57;0;0;
202;15;23/1/22;0:43;3;15;28;39;61239;387;3124;1:3;75;1129;15;478;30623;478;1:24;0;0;DIT;0;0;6380;44;2:18;6380;44;2;18;0;0;
202;15;23/1/22;1:5;4;15;28;39;61017;393;3173;1:27;78;1124;12;427;30512;460;1:44;0;0;DIT;0;0;6512;65492;2:39;6512;0;2;39;0;0;
202;15;23/1/22;1:29;5;15;28;39;60917;385;3229;1:47;78;1122;12;456;30462;495;2:5;0;0;DIT;0;0;6424;44;3:0;6424;44;3;0;0;0;
202;15;23/1/22;1:49;6;15;28;39;60996;386;3233;2:8;69;1126;21;509;30502;581;2:26;0;0;DIT;0;0;6820;65492;3:22;6820;0;3;22;0;0;
202;15;23/1/22;2:10;7;15;28;39;61000;390;3234;2:29;69;1124;21;557;30502;557;2:48;0;0;DIT;0;0;5940;44;3:45;5940;44;3;45;0;0;
202;15;23/1/22;2:31;8;15;28;39;60906;387;3168;2:51;69;1124;21;509;30462;577;3:8;0;0;DIT;0;0;6336;0;4:5;6336;44;4;5;0;0;
202;15;23/1/22;2:31;8;15;28;39;60906;387;3168;2:51;69;1124;21;509;30462;577;3:8;0;0;DIT;0;0;6336;0;4:5;6336;44;4;5;0;0;
202;15;23/1/22;3:13;10;15;28;39;60904;394;3228;3:33;66;1125;24;514;30452;514;4:4;0;0;DIT;0;0;6336;0;5:1;6380;0;5;1;0;0;
202;15;23/1/22;3:35;11;15;28;39;60870;384;3227;4:7;169;1103;0;492;30442;492;4:25;0;0;DIT;0;0;6688;0;5:23;6732;0;5;23;0;0;
202;15;23/1/22;4:9;12;15;28;39;61137;386;3118;4:28;419;1103;0;475;30573;475;4:53;0;0;DIT;0;0;6424;0;5:47;6600;0;5;47;0;0;
202;15;23/1/22;4:30;13;15;28;39;61285;387;3249;4:55;470;1105;0;413;30643;414;5:16;0;0;DIT;0;0;6512;0;6:11;6512;0;6;11;0;0;
202;15;23/1/22;4:57;14;15;28;39;61170;384;3181;5:19;848;855;0;460;30593;460;5:47;0;0;DIT;0;0;3828;0;6:33;3828;0;6;33;0;0;
202;15;23/1/22;4:57;14;15;28;39;61170;384;3181;5:19;848;855;0;460;30593;460;5:47;0;0;DIT;0;0;3828;0;6:33;3828;0;6;33;0;0;
202;15;23/1/22;4:57;14;15;28;39;61170;384;3181;5:19;848;855;0;460;30593;460;5:47;0;0;DIT;0;0;3828;0;6:33;3828;0;6;33;0;0;
202;15;23/1/22;4:57;14;15;28;39;61170;384;3181;5:19;848;855;0;460;30593;460;5:47;0;0;DIT;0;0;3828;0;6:33;3828;0;6;33;0;0;
202;15;23/1/22;5:21;15;15;28;39;27015;617;1459;5:50;199;253;0;188;13515;228;5:59;0;0;DIT;0;0;5324;748;16:36;5500;748;16;36;0;0;
202;15;23/1/22;15:33;16;15;28;40;15405;174;1017;15:39;65;189;25;93;3552;400;16:10;0;0;DIX;0;0;1056;0;16:49;792;0;16;48;1056;792;
202;15;23/1/22;15:52;17;15;28;40;66063;431;4030;16:11;1121;10645;0;289;15196;400;16:37;0;0;DIX;0;0;5720;0;17:53;5280;44;17;52;3784;3828;
202;15;23/1/22;15:52;17;15;28;40;66063;431;4030;16:11;1121;10645;0;289;15196;400;16:37;0;0;DIX;0;0;5720;0;17:53;5280;44;17;52;3784;3828;
202;15;23/1/22;15:52;17;15;28;40;66063;431;4030;16:11;1121;10645;0;289;15196;400;16:37;0;0;DIX;0;0;5720;0;17:53;5280;44;17;52;3784;3828;
202;15;23/1/22;15:52;17;15;28;40;66063;431;4030;16:11;1121;10645;0;289;15196;400;16:37;0;0;DIX;0;0;5720;0;17:53;5280;44;17;52;3784;3828;
202;15;23/1/22;16:13;18;15;28;40;65881;431;4151;16:39;453;865;0;203;15155;400;16:58;0;0;DIX;0;0;6072;0;18:18;5324;0;18;15;0;0;
202;15;23/1/22;16:41;19;15;28;40;68880;432;4202;17:0;86;925;4;186;15850;400;17:39;0;0;DIX;0;0;4840;0;18:33;4796;44;18;33;0;0;
202;15;23/1/22;16:41;19;15;28;40;68880;432;4202;17:0;86;925;4;186;15850;400;17:39;0;0;DIX;0;0;4840;0;18:33;4796;44;18;33;0;0;
202;15;23/1/22;17:2;20;15;28;40;65846;428;4149;17:41;130;891;0;172;15145;430;17:55;0;0;DIX;0;0;5280;0;18:51;5324;0;18;50;0;0;
202;15;23/1/22;17:43;21;15;28;40;66003;428;4093;17:57;17;931;73;179;15186;613;18:17;0;0;DIX;0;0;6468;0;19:11;6468;0;19;11;0;0;
202;15;23/1/22;17:59;22;15;28;40;65387;424;4120;18:19;17;925;73;178;15045;400;18:38;0;0;DIX;0;0;5632;44;19:30;5676;0;19;30;0;0;
202;15;23/1/22;18:21;23;15;28;40;65884;428;4151;18:40;14;795;76;164;15155;400;18:56;0;0;DIX;0;0;5940;65492;19:49;5720;0;19;48;0;0;
202;15;23/1/22;18:42;24;15;28;40;65759;423;4012;18:58;146;745;0;168;15125;400;19:16;0;0;DIX;0;0;5676;0;20:7;5632;0;20;7;0;0;
202;15;23/1/22;19:0;25;15;28;40;65970;425;4091;19:18;15;800;75;172;15175;400;19:34;0;0;DIX;0;0;5632;0;20:26;5632;0;20;25;0;0;
202;15;23/1/22;19:19;26;15;28;40;65670;426;4006;19:36;14;794;76;211;15105;400;19:52;0;0;DIX;0;0;5676;44;20:44;5720;0;20;44;0;0;
202;15;23/1/22;19:38;27;15;28;40;65676;431;4007;19:54;15;792;75;217;15105;400;20:11;0;0;DIX;0;0;6072;65492;21:4;5896;0;21;3;0;0;
202;15;23/1/22;19:56;28;15;28;40;65568;423;4066;20:13;127;748;0;234;15085;400;20:30;0;0;DIX;0;0;5764;0;21:22;5720;0;21;22;0;0;
202;15;23/1/22;20:15;29;15;28;40;65712;424;4075;20:32;92;747;0;241;15115;400;20:49;0;0;DIX;0;0;5588;44;21:40;5632;0;21;40;0;0;
202;15;23/1/22;20:34;30;15;28;40;65560;427;4131;20:51;14;796;76;207;15085;400;21:7;0;0;DIX;0;0;5852;65492;21:59;5808;0;21;59;0;0;
202;15;23/1/22;20:53;31;15;28;40;65626;423;4135;21:9;15;795;75;218;15095;400;21:26;0;0;DIX;0;0;6116;44;22:19;6116;44;22;19;0;0;
202;15;23/1/22;21:11;32;15;28;40;65909;424;4087;21:28;15;806;75;215;15165;400;21:46;0;0;DIX;0;0;6160;0;22:39;6160;44;22;39;0;0;
202;15;23/1/22;21:30;33;15;28;40;65793;421;4080;21:48;84;414;6;216;15135;400;22:6;0;0;DIX;0;0;6336;65492;23:2;6204;0;23;2;0;0;
202;15;23/1/22;21:30;33;15;28;40;65793;421;4080;21:48;84;414;6;216;15135;400;22:6;0;0;DIX;0;0;6336;65492;23:2;6204;0;23;2;0;0;
