TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;15;6/7/22;22:15;56;15;4;38;74807;463;4564;22:35;36;2227;84;203;20952;300;22:55;0;0;DIL;0;0;7216;0;23:52;7304;0;23;52;0;0;
202;15;6/7/22;22:15;56;15;4;38;74807;463;4564;22:35;36;2227;84;203;20952;300;22:55;0;0;DIL;0;0;7216;0;23:52;7304;0;23;52;0;0;
202;15;6/7/22;22:15;56;15;4;38;74807;463;4564;22:35;36;2227;84;203;20952;300;22:55;0;0;DIL;0;0;7216;0;23:52;7304;0;23;52;0;0;
202;15;6/7/22;22:37;57;15;4;38;74908;465;4570;22:58;36;2227;84;221;20982;300;23:18;0;0;DIL;0;0;6996;0;0:15;7084;0;0;14;0;0;
202;15;6/7/22;23:0;58;15;4;38;74886;466;4569;23:21;36;2228;84;225;20972;300;23:41;0;0;DIL;0;0;6820;0;0:37;6820;0;0;37;0;0;
202;15;6/7/22;23:0;58;15;4;38;74886;466;4569;23:21;36;2228;84;225;20972;300;23:41;0;0;DIL;0;0;6820;0;0:37;6820;0;0;37;0;0;
202;15;6/7/22;23:23;59;15;4;38;74859;466;4567;23:44;36;2225;84;209;20962;300;0:3;0;0;DIL;0;0;6952;0;1:0;7040;0;0;59;0;0;
202;15;6/7/22;23:23;59;15;4;38;74859;466;4567;23:44;36;2225;84;209;20962;300;0:3;0;0;DIL;0;0;6952;0;1:0;7040;0;0;59;0;0;
202;15;7/7/22;0:8;1;15;4;38;75011;466;4501;0:29;36;2228;84;198;21012;300;0:49;0;0;DIL;0;0;6952;44;1:45;6952;44;1;45;0;0;
202;15;7/7/22;0:8;1;15;4;38;75011;466;4501;0:29;36;2228;84;198;21012;300;0:49;0;0;DIL;0;0;6952;44;1:45;6952;44;1;45;0;0;
202;15;7/7/22;0:8;1;15;4;38;75011;466;4501;0:29;36;2228;84;198;21012;300;0:49;0;0;DIL;0;0;6952;44;1:45;6952;44;1;45;0;0;
