HORA;Tª HORNO CALIENTE;CANAL DE AIRE;Tª HORNO FRIO;INFR. SX;INFR. DX;
0:00:01;118;160,5;80;0;0;
0:01:01;118;160,1;80;0;0;
0:02:01;118;159,5;80;0;0;
0:03:01;118;158,9;80;0;0;
0:04:01;118;159;80;0;0;
0:05:01;118;159,7;80;0;0;
0:06:01;118;161;80;0;0;
0:07:01;118;162,1;80;0;0;
0:08:01;118;162,9;80;0;0;
0:09:01;118;163,1;80;0;0;
0:10:01;118;162,9;80;0;0;
0:11:01;118;162,8;80;0;0;
0:12:01;118;163;80;0;0;
0:13:01;118;163,5;80;0;0;
0:14:01;118;163,9;80;0;0;
0:15:01;118;164;80;0;0;
0:16:01;118;163,7;80;0;0;
0:17:01;118;163,2;80;0;0;
0:18:01;118;162,4;80;0;0;
0:19:01;118;161,9;80;0;0;
0:20:01;118;161,9;80;0;0;
0:21:01;118;162,1;80;0;0;
0:22:01;118;162,2;80;0;0;
0:23:01;118;162,1;80;0;0;
0:24:01;118;161,6;80;0;0;
0:25:01;118;161;80;0;0;
0:26:01;118;160,7;80;0;0;
0:27:01;118;160,8;80;0;0;
0:28:01;118;161,4;80;0;0;
0:29:01;118;162;80;0;0;
0:30:01;118;162,5;80;0;0;
0:31:01;118;162,6;80;0;0;
0:32:01;118;162,4;80;0;0;
0:33:01;118;162,3;80;0;0;
0:34:01;118;162,5;80;0;0;
0:35:01;118;163,1;80;0;0;
0:36:01;118;163,8;80;0;0;
0:37:01;118;164;80;0;0;
0:38:01;118;163,7;80;0;0;
0:39:01;118;162,7;80;0;0;
0:40:01;118;161,7;80;0;0;
0:41:01;118;161;80;0;0;
0:42:01;118;161;80;0;0;
0:43:01;118;161,2;80;0;0;
0:44:01;118;161,7;80;0;0;
0:45:01;118;162,2;80;0;0;
0:46:01;118;162,3;80;0;0;
0:47:01;118;162;80;0;0;
0:48:01;118;161,6;80;0;0;
0:49:01;118;161,5;80;0;0;
0:50:01;118;162;80;0;0;
0:51:01;118;162,7;80;0;0;
0:52:01;118;163,1;80;0;0;
0:53:01;118;163,2;80;0;0;
0:54:01;118;162,9;80;0;0;
0:55:01;118;162,3;80;0;0;
0:56:01;118;162;80;0;0;
0:57:01;118;162,1;80;0;0;
0:58:01;118;162,6;80;0;0;
0:59:01;118;163;80;0;0;
1:00:01;118;163,2;80;0;0;
1:01:01;118;162,9;80;0;0;
1:02:01;118;162,6;80;0;0;
1:03:01;118;162,3;80;0;0;
1:04:01;118;162,3;80;0;0;
1:05:01;118;162,5;80;0;0;
1:06:01;118;162,5;80;0;0;
1:07:01;118;162,3;80;0;0;
1:08:01;118;162,1;80;0;0;
1:09:01;118;161,8;80;0;0;
1:10:01;118;161,6;80;0;0;
1:11:01;118;161,6;80;0;0;
1:12:01;118;161,6;80;0;0;
1:13:01;118;161,6;80;0;0;
1:14:01;118;161,8;80;0;0;
1:15:01;118;162,1;80;0;0;
1:16:01;118;162,5;80;0;0;
1:17:01;118;162,7;80;0;0;
1:18:01;118;162,7;80;0;0;
1:19:01;118;162,4;80;0;0;
1:20:01;118;162;80;0;0;
1:21:01;118;161,8;80;0;0;
1:22:01;118;162,1;80;0;0;
1:23:01;118;162,5;80;0;0;
1:24:01;118;162,7;80;0;0;
1:25:01;118;162,8;80;0;0;
1:26:01;118;162,9;80;0;0;
1:27:01;118;163;80;0;0;
1:28:01;118;162,9;80;0;0;
1:29:01;118;162,5;80;0;0;
1:30:01;118;162,1;80;0;0;
1:31:01;118;161,9;80;0;0;
1:32:01;118;162,1;80;0;0;
1:33:01;118;162,4;80;0;0;
1:34:01;118;162,7;80;0;0;
1:35:01;118;163;80;0;0;
1:36:01;118;163,1;80;0;0;
1:37:01;118;162,8;80;0;0;
1:38:01;118;162,3;80;0;0;
1:39:02;118;161,9;80;0;0;
1:40:01;118;161,8;80;0;0;
1:41:01;118;161,9;80;0;0;
1:42:01;118;162,2;80;0;0;
1:43:01;118;162,5;80;0;0;
1:44:01;118;162,5;80;0;0;
1:45:01;118;162,4;80;0;0;
1:46:01;118;162,5;80;0;0;
1:47:01;118;162,8;80;0;0;
1:48:01;118;163;80;0;0;
1:49:01;118;163,2;80;0;0;
1:50:01;118;163,3;80;0;0;
1:51:01;118;163,1;80;0;0;
1:52:01;118;162,7;80;0;0;
1:53:01;118;162,3;80;0;0;
1:54:01;118;162,2;80;0;0;
1:55:01;118;162,4;80;0;0;
1:56:01;118;162,7;80;0;0;
1:57:01;118;163,1;80;0;0;
1:58:01;118;163,4;80;0;0;
1:59:01;118;163,8;80;0;0;
2:00:01;118;164;80;0;0;
2:01:01;118;163,9;80;0;0;
2:02:01;118;163,7;80;0;0;
2:03:01;118;163,3;80;0;0;
2:04:01;118;163;80;0;0;
2:05:01;118;162,9;80;0;0;
2:06:01;118;162,9;80;0;0;
2:07:01;118;163,1;80;0;0;
2:08:01;118;163,2;80;0;0;
2:09:01;118;163,2;80;0;0;
2:10:01;118;163;80;0;0;
2:11:01;118;162,7;80;0;0;
2:12:01;118;162,3;80;0;0;
2:13:01;118;162,1;80;0;0;
2:14:01;118;162,1;80;0;0;
2:15:01;118;162,4;80;0;0;
2:16:01;118;162,8;80;0;0;
2:17:01;118;163,2;80;0;0;
2:18:01;118;163,7;80;0;0;
2:19:01;118;164,1;80;0;0;
2:20:01;118;164,4;80;0;0;
2:21:01;118;164,6;80;0;0;
2:22:01;118;164,4;80;0;0;
2:23:01;118;163,8;80;0;0;
2:24:01;118;163,2;80;0;0;
2:25:01;118;162,9;80;0;0;
2:26:01;118;162,8;80;0;0;
2:27:01;118;162,7;80;0;0;
2:28:01;118;162,6;80;0;0;
2:29:01;118;162,5;80;0;0;
2:30:01;118;162,5;80;0;0;
2:31:01;118;162,5;80;0;0;
2:32:01;118;162,6;80;0;0;
2:33:01;118;162,5;80;0;0;
2:34:01;118;162,2;80;0;0;
2:35:01;118;161,9;80;0;0;
2:36:01;118;161,7;80;0;0;
2:37:01;118;161,9;80;0;0;
2:38:01;118;162,3;80;0;0;
2:39:02;118;162,9;80;0;0;
2:40:01;118;163,7;80;0;0;
2:41:01;118;164,3;80;0;0;
2:42:01;118;164,9;80;0;0;
2:43:01;118;165,2;80;0;0;
2:44:01;118;165,3;80;0;0;
2:45:01;118;165,2;80;0;0;
2:46:01;118;165;80;0;0;
2:47:01;118;164,5;80;0;0;
2:48:01;118;163,9;80;0;0;
2:49:01;118;163,2;80;0;0;
2:50:01;118;162,8;80;0;0;
2:51:01;118;162,5;80;0;0;
2:52:01;118;162,3;80;0;0;
2:53:01;118;162,2;80;0;0;
2:54:01;118;162;80;0;0;
2:55:01;118;161,8;80;0;0;
2:56:01;118;161,4;80;0;0;
2:57:01;118;161,4;80;0;0;
2:58:01;118;161,7;80;0;0;
2:59:01;118;162,2;80;0;0;
3:00:01;118;163;80;0;0;
3:01:01;118;163,8;80;0;0;
3:02:01;118;164,2;80;0;0;
3:03:01;118;164,2;80;0;0;
3:04:01;118;163,7;80;0;0;
3:05:01;118;163,3;80;0;0;
3:06:01;118;163,1;80;0;0;
3:07:01;118;163,2;80;0;0;
3:08:01;118;163,3;80;0;0;
3:09:01;118;163,2;80;0;0;
3:10:01;118;162,9;80;0;0;
3:11:01;118;162,7;80;0;0;
3:12:01;118;162,4;80;0;0;
3:13:01;118;162,3;80;0;0;
3:14:01;118;162,4;80;0;0;
3:15:01;118;162,8;80;0;0;
3:16:01;118;163,4;80;0;0;
3:17:01;118;163,7;80;0;0;
3:18:01;118;163,7;80;0;0;
3:19:01;118;163,7;80;0;0;
3:20:01;118;163,8;80;0;0;
3:21:01;118;163,6;80;0;0;
3:22:01;118;163,3;80;0;0;
3:23:01;118;163,2;80;0;0;
3:24:01;118;163,3;80;0;0;
3:25:01;118;163,2;80;0;0;
3:26:01;118;162,9;80;0;0;
3:27:01;118;162,6;80;0;0;
3:28:01;118;162,6;80;0;0;
3:29:01;118;162,5;80;0;0;
3:30:01;118;162,5;80;0;0;
3:31:01;118;162,5;80;0;0;
3:32:01;118;162,7;80;0;0;
3:33:01;118;162,7;80;0;0;
3:34:01;118;162,8;80;0;0;
3:35:01;118;162,9;80;0;0;
3:36:01;118;163,1;80;0;0;
3:37:01;118;163,4;80;0;0;
3:38:01;118;163,5;80;0;0;
3:39:01;118;163,6;80;0;0;
3:40:01;118;163,7;80;0;0;
3:41:01;118;163,7;80;0;0;
3:42:01;118;163,6;80;0;0;
3:43:01;118;163,4;80;0;0;
3:44:01;118;163,3;80;0;0;
3:45:01;118;163,2;80;0;0;
3:46:01;118;163,2;80;0;0;
3:47:01;118;163,1;80;0;0;
3:48:01;118;163;80;0;0;
3:49:01;118;163,1;80;0;0;
3:50:01;118;163,3;80;0;0;
3:51:01;118;163,2;80;0;0;
3:52:01;118;163,2;80;0;0;
3:53:01;118;163,2;80;0;0;
3:54:01;118;162,9;80;0;0;
3:55:01;118;162,6;80;0;0;
3:56:01;118;162,5;80;0;0;
3:57:01;118;162,8;80;0;0;
3:58:01;118;162,9;80;0;0;
3:59:01;118;162,7;80;0;0;
4:00:01;118;162,6;80;0;0;
4:01:01;118;162,8;80;0;0;
4:02:01;118;163,1;80;0;0;
4:03:01;118;163,4;80;0;0;
4:04:01;118;163,7;80;0;0;
4:05:01;118;163,8;80;0;0;
4:06:01;118;163,8;80;0;0;
4:07:01;118;163,7;80;0;0;
4:08:01;118;163,6;80;0;0;
4:09:01;118;163,4;80;0;0;
4:10:01;118;163,2;80;0;0;
4:11:01;118;163;80;0;0;
4:12:01;118;162,8;80;0;0;
4:13:01;118;162,4;80;0;0;
4:14:01;118;162;80;0;0;
4:15:01;118;161,9;80;0;0;
4:16:01;118;162,4;80;0;0;
4:17:01;118;162,7;80;0;0;
4:18:01;118;162,9;80;0;0;
4:19:01;118;162,9;80;0;0;
4:20:01;118;163,1;80;0;0;
4:21:01;118;163,4;80;0;0;
4:22:01;118;163,6;80;0;0;
4:23:01;118;163,6;80;0;0;
4:24:01;118;163,6;80;0;0;
4:25:01;118;163,7;80;0;0;
