TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;10;25/9/22;22:53;70;10;444;38;65274;472;3852;23:11;13;404;107;285;18291;300;23:30;137;32;DIL;137;32;5940;0;0:0;5940;0;0;0;0;0;
202;10;25/9/22;23:13;71;10;444;38;65210;468;3848;23:31;14;403;106;290;18263;300;23:49;33;166;DIL;33;166;5852;44;0:0;5852;44;0;0;0;0;
202;10;25/9/22;23:33;72;10;444;38;65196;473;3847;23:50;13;402;107;252;18263;300;0:9;166;62;DIL;166;62;5984;65492;0:0;5984;0;0;0;0;0;
202;10;26/9/22;0:12;1;10;444;38;65171;470;3846;0:30;14;409;106;304;18263;304;0:48;196;90;DIL;196;90;5896;0;0:0;5896;0;0;0;0;0;
202;10;26/9/22;0:32;2;10;444;38;65209;476;3848;0:50;13;391;106;280;18263;300;1:8;91;225;DIL;91;225;5940;0;0:0;5896;44;0;0;0;0;
202;10;26/9/22;0:52;3;10;444;38;65129;478;3843;1:9;14;396;106;290;18263;300;1:28;226;121;DIL;225;120;5896;44;0:0;5940;0;0;0;0;0;
202;10;26/9/22;1:11;4;10;444;38;65185;474;3781;1:29;13;399;107;264;18263;300;1:48;121;17;DIL;121;17;5984;65492;0:0;5984;0;0;0;0;0;
202;10;26/9/22;1:31;5;10;444;38;65191;466;3782;1:49;13;393;107;262;18263;300;2:8;18;149;DIL;18;149;5808;0;0:0;5808;0;0;0;0;0;
202;10;26/9/22;1:51;6;10;444;38;65219;459;3783;2:9;13;394;107;261;18263;300;2:27;150;44;DIL;150;44;5852;44;0:0;5852;44;0;0;0;0;
202;10;26/9/22;2:11;7;10;445;38;65254;566;3850;2:28;13;411;107;249;18291;300;2:46;44;174;DIL;44;174;5720;0;0:0;5720;44;0;0;0;0;
202;10;26/9/22;2:30;8;10;445;38;60178;421;3551;2:48;13;367;107;246;16858;300;3:6;174;55;DIL;174;55;5324;65492;0:0;5324;0;0;0;0;0;
