TIPO;NUMERO DE ESTACION;DIA INICIO/MES INICIO/AÑO INICIO;HORA INICIO:MINUTO INICIO;NUMERO DE MEZCLA;NUMERO DE PREMEZCLA;NUMERO DE BATCH;NUMERO RECETA;PESADA DE CORCHO;MINUTOS PESADA;PESADA D.U;TIEMPO VACIADO (1):TIEMPO VACIADO (2);TIEMPO INYECCION AGUA (s);PESADA INYECCION AGUA;TIEMPO MEZCLA AGUA;TIEMPO INYECCION COLA;PESADA INYECCION COLA;TIEMPO MEZCLA COLA;TIEMPO VACIADO MEZC. MED(1):TIEMPO VACIADO MEZC. MED(2);MOLDE INICIAL EXT1;MOLDE FINAL EXT1;NOMBRE RECETA;MOLDE INICIAL EXT2;MOLDE FINAL EXT2;TAPONES BUENOS G1;TAPONES MALOS G1;TIEMPO EXTRACC. G1 (1):TIEMPO EXTRACC. G1 (2);TAPONES BUENOS G2;TAPONES MALOS G2;TIEMPO EXTRACC. G2 (1):TIEMPO EXTRACC. G2 (2);TAPONES BUENOS DESC G1;TAPONES BUENOS DESC G2;
202;10;29/6/22;16:8;1;10;333;44;55635;390;3005;16:21;41;1468;79;886;27845;886;16:45;13;152;DIB;13;149;6160;0;0:0;6028;0;0;0;0;0;
202;10;29/6/22;16:58;2;10;333;44;55388;389;2991;17:11;40;1459;80;449;27704;449;17:21;27;144;DIB;26;144;5148;44;0:0;5192;44;0;0;0;0;
202;10;29/6/22;17:12;3;10;333;44;55988;393;3024;17:24;40;1465;80;361;28013;400;17:38;144;43;DIB;144;43;6116;65492;0:0;6116;0;0;0;0;0;
202;10;29/6/22;17:26;4;10;333;44;55689;396;3008;17:40;40;1462;80;308;27845;400;17:58;44;185;DIB;44;185;6248;0;0:0;6248;0;0;0;0;0;
202;10;29/6/22;17:41;5;10;333;44;55781;386;3013;17:59;40;1476;80;314;27901;400;18:18;186;85;DIB;186;85;6072;44;0:0;6072;44;0;0;0;0;
202;10;29/6/22;18:1;6;10;333;44;55776;387;3012;18:19;39;1460;81;311;27901;400;18:38;85;229;DIB;85;229;6380;65492;0:0;6380;0;0;0;0;0;
202;10;29/6/22;18:21;7;10;333;44;56013;391;3025;18:39;40;1484;80;313;28013;400;18:59;230;129;DIB;230;129;6116;0;0:0;6116;0;0;0;0;0;
202;10;29/6/22;18:41;8;10;333;44;55910;388;3020;19:0;39;1481;81;299;27957;400;19:19;130;32;DIB;130;32;6248;0;0:0;6248;0;0;0;0;0;
202;10;29/6/22;19:2;9;10;333;44;55910;388;3020;19:20;40;1481;80;299;27957;400;19:39;33;167;DIB;33;167;5940;0;0:0;5940;0;0;0;0;0;
202;10;29/6/22;19:22;10;10;333;44;55958;387;3022;19:40;40;1484;80;299;27985;400;19:58;168;67;DIB;168;67;6116;0;0:0;6116;0;0;0;0;0;
202;10;29/6/22;19:42;11;10;333;44;55930;389;3021;19:59;39;1476;81;299;27985;400;20:18;68;207;DIB;68;207;6116;44;0:0;6116;44;0;0;0;0;
202;10;29/6/22;20:1;12;10;333;44;56103;393;2974;20:19;40;1489;80;348;28069;400;20:38;207;109;DIB;207;109;6248;65492;0:0;6248;0;0;0;0;0;
202;10;29/6/22;20:21;13;10;333;44;55915;388;3076;20:39;40;1466;80;374;27957;400;20:58;110;6;DIB;110;6;5984;0;0:0;5984;0;0;0;0;0;
202;10;29/6/22;20:41;14;10;333;44;56037;388;3027;20:59;40;1484;80;378;28041;400;21:18;7;153;DIB;7;153;6468;0;0:0;6468;0;0;0;0;0;
202;10;29/6/22;21:1;15;10;333;44;55725;389;3010;21:19;40;1460;80;378;27873;400;21:39;154;51;DIB;154;51;5984;44;0:0;5984;44;0;0;0;0;
202;10;29/6/22;21:21;16;10;333;44;55950;389;3022;21:40;39;1463;81;332;27985;400;21:58;51;192;DIB;51;192;6248;65492;0:0;6248;0;0;0;0;0;
202;10;29/6/22;21:42;17;10;333;44;55954;390;3078;21:59;40;1475;80;349;27985;400;22:18;193;98;DIB;193;98;6336;44;0:0;6336;44;0;0;0;0;
202;10;29/6/22;22:1;18;10;333;44;56008;390;3025;22:20;41;1481;79;341;28013;400;22:39;98;233;DIB;98;233;5940;0;0:0;5940;44;0;0;0;0;
202;10;29/6/22;22:21;19;10;333;44;55875;396;3018;22:40;40;1460;80;318;27957;400;22:59;233;137;DIB;233;137;6336;65492;0:0;6336;0;0;0;0;0;
